rxnList	subSystem	GPR	FluxSpan_a	FluxSpan_b	Flux_Span_Ratio	Var7	Var8	Var9
HMR_3113	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3114	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3121	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	583.546893884457	365.328321042046	1.59732180691597	L	NA	[m]
HMR_3128	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	583.546893884457	365.328321042046	1.59732180691597	L	NA	[m]
HMR_3135	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	583.546893884457	365.328321042045	1.59732180691597	L	NA	[m]
HMR_3142	Fatty acid oxidation	34.1 or 28976.1	583.546893884457	365.328321042045	1.59732180691597	L	NA	[m]
HMR_3149	Fatty acid oxidation	34.1 or 28976.1	583.546893884458	365.328321042046	1.59732180691597	L	NA	[m]
HMR_3170	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3171	Fatty acid oxidation	3030.1 or 1892.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3172	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3173	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3174	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	435.381762029142	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3175	Fatty acid oxidation	3030.1 or 1892.1	435.381762029142	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3176	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	435.381762029142	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3177	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	435.381762029142	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3240	Fatty acid oxidation	37.1 or 33.1 or 34.1 or 28976.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3241	Fatty acid oxidation	3030.1 or 1892.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3242	Fatty acid oxidation	3028.1 or 3030.1 or 3033.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3243	Fatty acid oxidation	3030.1 or 3032.1 or 10449.1	435.381762029143	277.247151720248	1.57037415651598	L	NA	[m]
HMR_3455	Fatty acid synthesis	3030.1 or 3032.1 or 10449.1	40	26.6666666666666	1.5	L	NA	[m]
HMR_3625	Cholesterol metabolism	6646.1 or 8435.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3626	Cholesterol metabolism	6646.1 or 8435.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3627	Cholesterol metabolism	6646.1 or 8435.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3628	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3629	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3630	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3631	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3633	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3635	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3636	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3637	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3639	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3640	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3642	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3644	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3645	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3646	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3647	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3648	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3649	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3650	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3651	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3652	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3654	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3655	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3656	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3657	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3658	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3659	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3660	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3663	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3665	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3666	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3667	Cholesterol metabolism	6646.1 or 8435.1	389.01861252115	251.028971152655	1.54969607983845	L	NA	[r]
HMR_3668	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3669	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3670	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3677	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3678	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3679	Cholesterol metabolism	6646.1 or 8435.1	389.01861252115	251.028971152655	1.54969607983845	L	NA	[r]
HMR_3680	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3681	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3682	Cholesterol metabolism	6646.1 or 8435.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3684	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3685	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3686	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3687	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3688	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3689	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3690	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3692	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3694	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3695	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3696	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3698	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3699	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3701	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3703	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3704	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3705	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3706	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3707	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3708	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3709	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3710	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3711	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3713	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3714	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3715	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3716	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3717	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3718	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3719	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3722	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3724	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3725	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3726	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152655	1.54969607983845	L	NA	[r]
HMR_3727	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3728	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3729	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3736	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3737	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3738	Cholesterol metabolism	3988.1 or 1056.1	389.01861252115	251.028971152655	1.54969607983845	L	NA	[r]
HMR_3739	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3740	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3741	Cholesterol metabolism	3988.1 or 1056.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[r]
HMR_3966	Nucleotide metabolism	3704.1	389.018612521151	251.028971152656	1.54969607983845	L	NA	[m]
HMR_4263	NAD metabolism	83594.1	389.018612521151	251.028971152654	1.54969607983846	L	NA	[c]
HMR_4700	Glycine, serine, alanine, and threonine metabolism	55066.1 or 29958.1	60	0	Inf	L	NA	[c]
HMR_4701	Methionine and cysteine metabolism	1757.1 or 29958.1	60	0	Inf	L	NA	[c]
HMR_6549	Inositol phosphate metabolism	3631.1 or 8821.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[c]
HMR_6564	Inositol phosphate metabolism	9562.1	758.265651438243	487.593744882921	1.5551176761308	L	NA	[c]
HMR_6580	Inositol phosphate metabolism	8395.1 or 8394.1 or 138429.1 or 23396.1	758.265651438239	487.593744882921	1.55511767613079	L	NA	[g]
HMR_6584	Inositol phosphate metabolism	93492.1 or 5728.1	758.265651438239	487.593744882921	1.55511767613079	L	NA	[g]
HMR_7652	Inositol phosphate metabolism	51447.1 or 23262.1 or 117283.1 or 9677.1 or 9807.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[c]
HMR_7711	Transport, lysosomal		778.265651438242	509.045357786147	1.52887289813022	L	NA	intercompartmental
HMR_7715	Transport, lysosomal		758.26565143824	487.593744882922	1.55511767613079	L	NA	intercompartmental
HMR_7720	Transport, lysosomal		758.265651438241	487.59374488292	1.5551176761308	L	NA	intercompartmental
HMR_7724	Transport, lysosomal		758.265651438238	487.593744882921	1.55511767613079	L	NA	intercompartmental
HMR_7727	Transport, lysosomal		808.265651438244	534.421701872169	1.5124117314225	L	NA	intercompartmental
HMR_8776	Transport, mitochondrial		307.1673750644	185.568950930626	1.65527354400593	L	NA	intercompartmental
HMR_9797	Purine catabolism		424.132825719119	277.210850936084	1.53000080728049	L	NA	[c]
HMR_9802	Glutamate metabolism	27165.1	778.26565143824	507.59374488292	1.53324515773486	L	NA	[c]
HPDCACRNCPT1	Fatty acid oxidation	1375.2 or 1375.3 or 1374.1 or 126129.1 or 1375.1	435.381762029143	277.247151720248	1.57037415651598	L	carnitine shuttle	[c]
HPDCACRNCPT2	Fatty acid oxidation	1376.1	435.381762029142	277.247151720248	1.57037415651598	L	carnitine shuttle	[m]
HPDCAt	Transport, extracellular		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
HPYRDCm	Glyoxylate and dicarboxylate metabolism		307.1673750644	185.568950930626	1.65527354400593	L	NA	[m]
HPYRR2x	Glyoxylate and dicarboxylate metabolism	3948.1 or 197257.1 or 3945.1 or 160287.1 or (3945.1 and 3939.1) or 92483.1 or 3939.1 or 197257.2 or 3948.2	184.301769568491	120.846988452519	1.52508367753743	L	NA	[c]
HXAt3	Transport, extracellular		122.807670614777	78.2695658621585	1.56903477439821	L	NA	intercompartmental
HYPOE	Vitamin B6 metabolism	57026.1	758.265651438241	487.593744882923	1.55511767613079	L	vitamin b6 metabolism, cytosol	[c]
Htg	Transport, golgi apparatus		791.598984771573	515.01309972163	1.5370463104714	L	NA	intercompartmental
IMPD	Nucleotide interconversion	3614.1 or 3615.1 or 3614.2	808.265651438241	534.421701872168	1.51241173142249	L	purine catabolism	[c]
LINOFATPtc	Transport, extracellular	10999.1	390.685279187817	252.248483347778	1.54881121187625	L	NA	intercompartmental
LNLCt	Transport, extracellular	10998.1	1165.61759729272	757.403203840455	1.53896576008973	L	NA	intercompartmental
LNLNCGt	Transport, extracellular	10998.1	808.26565143824	527.593744882921	1.53198490178765	L	NA	intercompartmental
LYStn	Transport, nuclear		389.01861252115	251.028971152656	1.54969607983845	L	NA	intercompartmental
MEOHt2	Transport, extracellular		60	0	Inf	L	NA	intercompartmental
METAT	Methionine and cysteine metabolism	4143.1 or ( 27430.2 and 4144.1 ) or ( 27430.1 and 4144.1 )	266.135865137557	174.791671825348	1.52258893320433	L	methionine metabolism, cytosol	[c]
METS	Methionine and cysteine metabolism	4548.1	266.135865137557	174.543425646297	1.52475445094602	L	one carbon metabolism, cytosol	[c]
MI1345PP	Inositol phosphate metabolism	3635.1 or 8867.2 or 3636.1 or 27124.2 or 8867.1 or 27124.1 or 3633.1 or 56623.1 or 3632.1	382.466159052453	249.764614376945	1.53130642627877	L	NA	[c]
MI134PP	Inositol phosphate metabolism	3628.1	382.466159052453	249.764614376945	1.53130642627877	L	NA	[c]
MI145PK	Inositol phosphate metabolism	3706.1 or 80271.1 or 3707.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	[c]
MI14P4P	Inositol phosphate metabolism	51477.1	771.598984771573	504.690519076468	1.52885571574342	L	NA	[c]
MI14PP	Inositol phosphate metabolism	3628.1	764.932318104907	499.529228753889	1.53130642627877	L	NA	[c]
MI1PP	Inositol phosphate metabolism	3612.1 or 3613.1 or 8776.1 or 8898.1	764.932318104908	499.529228753889	1.53130642627877	L	phospholipid metabolism/inositol, cytosol	[c]
MI1PS	Inositol phosphate metabolism	51477.1	236.800062959902	137.778069775055	1.71870649187143	L	phospholipid metabolism/inositol, cytosol	[c]
MI34PP	Inositol phosphate metabolism	3631.2 or 3631.1 or 8821.1	382.466159052453	249.764614376945	1.53130642627877	L	NA	[c]
MI3PP	Inositol phosphate metabolism	3612.1 or 3613.1	382.466159052453	249.764614376945	1.53130642627877	L	NA	[c]
MI4PP	Inositol phosphate metabolism	3612.1 or 3613.1	764.932318104907	499.529228753889	1.53130642627877	L	NA	[c]
MINOHPtn	Transport, nuclear		758.26565143824	487.593744882921	1.5551176761308	L	NA	intercompartmental
MMMm	Valine, leucine, and isoleucine metabolism	4594.1	544.879198912652	336.056731475274	1.62139052094168	L	gluconeogenesis, mitochondria	[m]
MMSAD1m	Valine, leucine, and isoleucine metabolism	4329.1	536.904963338974	287.611020700489	1.8667746529021	L	valine metabolism	[m]
NDP8	Nucleotide interconversion	1841.1	758.26565143824	487.593744882921	1.55511767613079	L	pyrimidine degradation	[c]
NEU23	Sphingolipid metabolism	4759.1	389.018612521147	251.028971152655	1.54969607983844	L	NA	[c]
NICRNS	NAD metabolism		758.265651438239	487.593744882921	1.55511767613079	L	NA	[c]
NICRNTtn	Transport, nuclear		389.018612521151	251.028971152655	1.54969607983846	L	NA	intercompartmental
NNATn	NAD metabolism	64802.1	389.018612521151	251.028971152655	1.54969607983846	L	NA	[n]
NNATr	NAD metabolism	349565.1 or 23057.2 or 23057.1 or 64802.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	[c]
NRVNCABCt	Transport, extracellular	376497.1 or 11001.1 or 11000.1 or 10999.1 or 10998.1 or 28965.1	758.26565143824	487.593744882921	1.5551176761308	L	NA	intercompartmental
NT5C	NAD metabolism	22978.1 or 30833.1 or 93034.1 or 93034.2 or 84618.1 or 51251.1 or 4907.1	758.265651438239	487.593744882921	1.55511767613079	L	NA	[c]
NTD1	Pyrimidine catabolism	30833.1 or 51251.1 	758.26565143824	487.593744882922	1.55511767613079	L	pyrimidine catabolism, cytosol	[c]
NTD10	Nucleotide interconversion	22978.1 or 30833.1 or 93034.1 or 93034.2 or 84618.1 or 51251.1 or 4907.1	808.265651438241	534.421701872168	1.51241173142249	L	purine catabolism, cytosol	[c]
NTD11	Purine catabolism	22978.1 or 93034.2 or 93034.1 or 84618.1 or 51251.1 or 4907.1	808.265651438241	534.421701872169	1.51241173142249	L	purine catabolism, cytosol	[c]
NTD1m	Nucleotide interconversion	56953.1	758.265651438241	487.593744882921	1.5551176761308	L	pyrimidine catabolism, cytosol	[m]
NTD2l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.26565143824	487.593744882922	1.55511767613079	L	pyrimidine catabolism, cytosol	[l]
NTD3	Pyrimidine catabolism	93034.1 or 30833.1 or 93034.2 or 2978.1 or 84618.1 or 51251.1 or 4907.1	757.170655064056	487.593744882922	1.55287196156682	L	pyrimidine catabolism, cytosol	[c]
NTD4	Pyrimidine catabolism	51251.1 or 22978.1 or 84618.1 or 30833.1 or 4907.1 or 93034.1	758.265651438242	487.593744882922	1.5551176761308	L	pyrimidine catabolism, cytosol	[c]
NTD4l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.265651438241	487.59374488292	1.5551176761308	L	pyrimidine catabolism, cytosol	[l]
NTD5	Pyrimidine catabolism	30833.1 or 22978.1 or 84618.1 or 51251.1 or 4907.1 or 93034.1	758.265651438241	487.593744882921	1.5551176761308	L	pyrimidine catabolism, cytosol	[c]
NTD5l	Pyrimidine catabolism	53.1 or 55.1 or 51205.1 or 54.1	758.265651438238	487.593744882921	1.55511767613079	L	pyrimidine catabolism, cytosol	[l]
NTD7	Nucleotide interconversion	22978.1 or 93034.2 or 93034.1 or 30833.1 or 84618.1 or 51251.1	778.265651438241	509.045357786146	1.52887289813022	L	purine degradation, cytosol 	[c]
NTD7e	Nucleotide interconversion	4907.1 or 30833.1	272.75521714608	169.681785928715	1.60745135757038	L	purine catabolism, cytosol	[e]
NTD7l	Purine catabolism	53.1 or 55.1 or 51205.1 or 54.1	778.265651438242	509.045357786147	1.52887289813022	L	purine catabolism, cytosol	[l]
NTD8	Nucleotide interconversion	22978.1 or 30833.1 or 93034.1 or 93034.2 or 84618.1 or 51251.1 or 4907.1	808.265651438237	534.421701872169	1.51241173142248	L	purine catabolism, cytosol	[c]
NTD9	Nucleotide interconversion	22978.1 or 84618.1 or 51251.1 or 4907.1 or 93034.1	808.265651438241	534.421701872169	1.51241173142249	L	purine catabolism, cytosol	[c]
NTD9l	Purine catabolism	53.1 or 55.1 or 51205.1 or 54.1	808.265651438244	534.421701872169	1.5124117314225	L	purine catabolism, cytosol	[l]
OCOAT1m	Valine, leucine, and isoleucine metabolism	5019.1 or 64064.1	758.26565143824	487.593744882922	1.55511767613079	L	ketolysis	[m]
OLEICFATPtc	Transport, extracellular	10999.1	389.01861252115	251.028971152656	1.54969607983845	L	NA	intercompartmental
PCm	Pyruvate metabolism	5091.1 or 5091.2	971.536399404726	521.540141929944	1.8628219024706	L	pyruvate carboxylase, mitochondria	[m]
PDE1	Nucleotide interconversion	5139.1 or 5142.1 or 5151.3 or 5153.1 or 5150.2 or 5143.1 or 5150.1 or 5137.1 or 5144.1 or 5136.2 or 5140.2 or 5151.2 or 10846.1 or 5151.5 or 5140.1 or 5141.1 or 5138.1 or 5136.1 or 5151.4 or 5151.1 or 27115.1 or 50940.1 or 8622.1	389.018612521151	251.028971152656	1.54969607983845	L	purine catabolism, cytosol	[c]
PDHm	Glycolysis/gluconeogenesis	( 1738.1 and 8050.1 ) and ( 5161.1 and 5162.1 ) and ( 1737.1 ) or ( 1738.1 and 8050.1 ) and ( 5160.1 and 5162.1 ) and ( 1737.1 )	582.197546531303	382.004136115811	1.52406084512865	L	pyruvate dehydrogenase	[m]
PDXPP	Vitamin B6 metabolism	57026.1	758.265651438243	487.59374488292	1.5551176761308	L	vitamin b6 metabolism, cytosol	[c]
PESTE_HSABCt	Transport, extracellular	23250.1 or 286410.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
PESTE_HSt1e	Transport, extracellular		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
PETHCT	Glycerophospholipid metabolism	5833.1	262.6790750141	171.600864824215	1.53075612575254	L	phospholipid metabolism, phospho-ethanolamine, cytosol	[c]
PGK	Glycolysis/gluconeogenesis	5230.1 or 375056.1 or 5232.1	871.313461390556	487.593744882921	1.78696603583332	L	glycolysis	[c]
PGM	Glycolysis/gluconeogenesis	669.1 or 5223.1 or 5224.2 or 5224.1 or 669.2	871.469711390554	487.916325528082	1.78610484174176	L	glycolysis	[c]
PGMT	Glycolysis/gluconeogenesis	5236.1 or 55276.1	389.018612521151	251.028971152656	1.54969607983845	L	glycogen metabolism	[c]
PI345P5P	Inositol phosphate metabolism	3633.1 or 27124.1 or 3635.1 or 3636.1 or 8871.1 or 56623.1 or 8867.2 or 27124.2 or 8867.1 or 3632.1	758.265651438241	487.593744882922	1.55511767613079	L	NA	[c]
PI34P5K	Inositol phosphate metabolism	8394.1 or 23396.1 or 8395.1	758.26565143824	487.593744882921	1.55511767613079	L	NA	[c]
PI3P4K	Inositol phosphate metabolism	55361.1 or 5297.1 or 8394.1 or 23396.1 or 8395.1 or 5298.1	758.265651438241	487.593744882921	1.5551176761308	L	NA	[c]
PI3P5K	Inositol phosphate metabolism	8394.1 or 23396.1 or 8395.1	758.265651438241	487.593744882922	1.5551176761308	L	NA	[c]
PI4P3K	Inositol phosphate metabolism	(5291.1 and 5295.3) or (5296.1 and 5290.1) or (5293.1 and 5296.1) or (5287.1) or (5286.1) or (5293.1 and 8503.1) or (5293.1 and 5295.3) or (5291.1 and 8503.1) or (5295.2 and 5290.1) or (5288.1) or (5291.1 and 5295.1) or (5296.1 and 5291.1) or (23533.1 and 5294.1) or (5293.1 and 5295.1) or (5295.2 and 5293.1) or (5290.1 and 8503.1) or (5290.1 and 5295.3) or (10870.1 and 5294.1) or (5295.2 and 5291.1) or (5290.1 and 5295.1)	758.265651438241	487.593744882922	1.55511767613079	L	NA	[c]
PI4P5K	Glycerophospholipid metabolism	200576.2 or 8396.1 or 200576.3 or 79837.1 or 8394.1 or 23396.1 or 8395.1 or 8396.2 or 5305.1 or 200576.1	758.265651438241	487.593744882921	1.5551176761308	L	phospholipid metabolism/inositol, cytosol	[c]
PI5P4K	Inositol phosphate metabolism	5297.1 or 55361.1 or 5298.1	758.265651438241	243.79687244146	3.1102353522616	L	new to recon	[c]
PIK3	Inositol phosphate metabolism	(5295.2 and 5291.1) or (23533.1 and 5294.1) or (5290.1 and 5295.1) or (5293.1 and 5295.3) or 5287.1 or 5286.1 or (5293.1 and 5296.1) or (5295.2 and 5293.1) or (5296.1 and 5291.1) or (5290.1 and 5295.3) or 5288.1 or (5290.1 and 8503.1) or (5291.1 and 5295.3) or (10870.1 and 5294.1) or (5291.1 and 8503.1) or (5293.1 and 5295.1) or (5296.1 and 5290.1) or 5289.1 or (5293.1 and 8503.1) or (5291.1 and 5295.1) or (5295.2 and 5290.1)	758.265651438241	487.593744882921	1.5551176761308	L	NA	[c]
PIPLC	Inositol phosphate metabolism	23236.2 or 5336.1 or 23007.1 or 113026.1 or 89869.1 or 84812.1 or 9651.1 or 5335.1 or 51196.1 or 257068.1 or 5332.2 or 5331.1 or 5335.2 or 5334.1 or 5332.1 or 5330.1 or 23236.1 or 5333.1	771.598984771574	504.69051907647	1.52885571574342	L	phospholipid metabolism/inositol, cytosol	[c]
PItg	Transport, golgi apparatus		758.265651438241	487.593744882921	1.5551176761308	L	NA	intercompartmental
