SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
AKNA	80709	4.41212	6.76383	NA	NA	NA	NA
AKNAD1	254268	0.620663	0.280353	NA	NA	NA	NA
AKR1A1	10327	55.0914	62.696	NA	NA	NA	NA
AKR1B1	231	64.2854	69.9344	NA	NA	NA	NA
AKR1C1	1645	0.425467	0.576265	NA	NA	NA	NA
AKR1C3	8644	0.27752	0.55296	cerebral-cortex	glial-cells	Medium	Enhanced
AKR1E2	83592	0.191298	0.273045	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	27.472	37.8986	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.253978	0	NA	NA	NA	NA
AKR7A3	22977	0.453537	0.419932	NA	NA	NA	NA
AKR7L	246181	1.29181	0.765318	NA	NA	NA	NA
AKT1	207	57.4982	76.1756	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	34.4259	29.7793	NA	NA	NA	NA
AKT2	208	58.7941	81.2111	NA	NA	NA	NA
AKT3	10000	19.4057	14.8891	cerebral-cortex	glial-cells	High	Approved
AKT3-IT1	100874263	0.282341	0.31199	NA	NA	NA	NA
AKTIP	64400	20.4136	19.6455	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	16.1746	19.3747	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	21.7208	23.4571	cerebral-cortex	glial-cells	Medium	Enhanced
ALB	213	2.05779	0.336778	NA	NA	NA	NA
ALCAM	214	28.4121	25.1013	NA	NA	NA	NA
ALDH16A1	126133	7.34279	10.4621	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	22.1748	33.1673	NA	NA	NA	NA
ALDH1A1	216	0.0239667	0.0809338	NA	NA	NA	NA
ALDH1A2	8854	3.25688	0.16641	cerebral-cortex	glial-cells	Medium	Approved
ALDH1A3	220	0	0.397416	NA	NA	NA	NA
ALDH1B1	219	8.35167	9.6148	cerebral-cortex	glial-cells	Medium	Approved
ALDH1L1	10840	0.758989	0.612947	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH1L2	160428	5.91387	2.56238	cerebral-cortex	glial-cells	Medium	Approved
ALDH2	217	33.7846	34.8049	NA	NA	NA	NA
ALDH3A2	224	44.3095	40.3882	NA	NA	NA	NA
ALDH3B1	221	4.2324	4.26153	NA	NA	NA	NA
ALDH4A1	8659	10.6539	15.7245	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH5A1	7915	4.40227	6.11876	cerebral-cortex	glial-cells	Low	Enhanced
ALDH6A1	4329	12.4238	18.847	cerebral-cortex	glial-cells	High	Enhanced
ALDH7A1	501	68.1214	87.2196	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH7A1P1	541	1.16374	1.20816	NA	NA	NA	NA
ALDH8A1	64577	1.21735	0.880032	NA	NA	NA	NA
ALDH9A1	223	49.159	66.7024	cerebral-cortex	glial-cells	Medium	Approved
ALDOA	226	416.031	450.945	NA	NA	NA	NA
ALDOC	230	4.73491	7.50346	cerebral-cortex	glial-cells	Medium	Enhanced
ALG1	56052	11.7665	12.0489	cerebral-cortex	glial-cells	Low	Approved
ALG10	84920	2.26717	1.74572	cerebral-cortex	glial-cells	Medium	Approved
ALG10B	144245	1.76212	0.99415	cerebral-cortex	glial-cells	Medium	Approved
ALG11	440138	6.67975	6.33942	NA	NA	NA	NA
ALG12	79087	6.5289	9.01136	NA	NA	NA	NA
ALG13	79868	15.4759	19.2481	cerebral-cortex	glial-cells	Low	Approved
ALG14	199857	2.62176	1.48907	NA	NA	NA	NA
ALG1L	200810	0.203128	0.547378	NA	NA	NA	NA
ALG1L15P	730086	0.686359	0.908825	NA	NA	NA	NA
ALG1L2	644974	0.0745692	0.0797576	NA	NA	NA	NA
ALG2	85365	27.8954	20.3865	NA	NA	NA	NA
ALG3	10195	11.4271	10.4154	cerebral-cortex	glial-cells	Low	Approved
ALG5	29880	26.3783	20.4456	NA	NA	NA	NA
ALG6	29929	7.57391	9.66372	NA	NA	NA	NA
ALG8	79053	25.7408	25.8025	cerebral-cortex	glial-cells	Low	Approved
ALK	238	20.3633	19.6361	NA	NA	NA	NA
ALKBH1	8846	7.87869	6.33471	cerebral-cortex	glial-cells	Medium	Approved
ALKBH2	121642	17.9125	25.1741	cerebral-cortex	glial-cells	Low	Approved
ALKBH3	221120	11.6074	7.4506	NA	NA	NA	NA
ALKBH3-AS1	100507300	0.72676	0.313282	NA	NA	NA	NA
ALKBH4	54784	6.77518	7.84967	cerebral-cortex	glial-cells	Low	Approved
ALKBH5	54890	29.0993	25.2189	cerebral-cortex	glial-cells	High	Approved
ALKBH6	84964	12.4348	13.4106	NA	NA	NA	NA
ALKBH7	84266	26.3881	36.7558	NA	NA	NA	NA
ALKBH8	91801	5.42184	3.39375	cerebral-cortex	glial-cells	Low	Approved
ALMS1	7840	5.88132	8.0365	NA	NA	NA	NA
ALMS1-IT1	100874291	0.263634	0.204463	NA	NA	NA	NA
ALOX12	239	0.159784	0.484007	NA	NA	NA	NA
ALPK1	80216	0.451739	0.107685	NA	NA	NA	NA
ALPK2	115701	4.97157	9.18506	NA	NA	NA	NA
ALPK3	57538	0.124088	0.113398	NA	NA	NA	NA
ALPL	249	11.071	2.60409	NA	NA	NA	NA
ALS2	57679	14.5307	12.3789	NA	NA	NA	NA
ALS2CL	259173	0.160926	0.2566	NA	NA	NA	NA
ALX1	8092	0.0732635	0	NA	NA	NA	NA
ALYREF	10189	68.3323	68.3617	cerebral-cortex	glial-cells	High	Supported
AMACR	23600	3.57976	6.33049	NA	NA	NA	NA
AMBP	259	0.118621	0.242185	NA	NA	NA	NA
AMBRA1	55626	6.89831	9.34342	cerebral-cortex	glial-cells	Low	Approved
AMD1	262	50.3156	34.3309	NA	NA	NA	NA
AMDHD1	144193	0.131434	0.0297129	NA	NA	NA	NA
AMDHD2	51005	12.8437	22.4931	NA	NA	NA	NA
AMER1	139285	1.77982	1.30352	cerebral-cortex	glial-cells	High	Approved
AMER2	219287	10.5778	11.1745	cerebral-cortex	glial-cells	High	Enhanced
AMFR	267	41.4711	45.7656	cerebral-cortex	glial-cells	Medium	Approved
AMH	268	26.9232	20.3064	NA	NA	NA	NA
AMIGO1	57463	1.59999	1.9327	cerebral-cortex	glial-cells	Low	Approved
AMIGO2	347902	17.9766	18.8272	NA	NA	NA	NA
AMIGO3	386724	2.83236	5.48993	NA	NA	NA	NA
AMMECR1	9949	5.6823	4.27544	NA	NA	NA	NA
AMMECR1L	83607	14.8386	11.644	NA	NA	NA	NA
AMN	81693	0.529288	0.15757	NA	NA	NA	NA
AMN1	196394	6.15423	3.99656	NA	NA	NA	NA
AMOT	154796	14.5091	12.939	NA	NA	NA	NA
AMOTL1	154810	18.1676	13.8394	NA	NA	NA	NA
AMOTL2	51421	7.9018	11.6714	NA	NA	NA	NA
AMPD2	271	29.7953	36.3561	cerebral-cortex	glial-cells	Low	Approved
AMPD3	272	1.30024	1.83851	NA	NA	NA	NA
AMPH	273	15.3296	26.393	cerebral-cortex	glial-cells	Medium	Enhanced
AMT	275	5.4654	10.75	cerebral-cortex	glial-cells	Low	Supported
AMY2B	280	6.51189	5.77612	NA	NA	NA	NA
AMZ1	155185	0.424069	0.233899	NA	NA	NA	NA
AMZ2P1	201283	9.37201	11.7588	NA	NA	NA	NA
ANAPC1	64682	5.89997	6.86059	cerebral-cortex	glial-cells	Low	Approved
ANAPC10	10393	14.0447	13.0745	NA	NA	NA	NA
ANAPC10P1	729198	0.378296	0.416127	NA	NA	NA	NA
ANAPC11	51529	117.744	126.934	NA	NA	NA	NA
ANAPC13	25847	53.538	62.3501	NA	NA	NA	NA
ANAPC15	25906	44.5766	51.2006	cerebral-cortex	glial-cells	Medium	Approved
ANAPC16	119504	55.8362	56.7971	cerebral-cortex	glial-cells	Low	Approved
ANAPC2	29882	16.1023	24.5381	NA	NA	NA	NA
ANAPC4	29945	14.605	17.1131	NA	NA	NA	NA
ANAPC5	51433	33.4699	35.9278	cerebral-cortex	glial-cells	High	Supported
ANAPC7	51434	52.5397	55.7602	cerebral-cortex	glial-cells	Medium	Approved
ANG	283	1.17682	1.26889	NA	NA	NA	NA
ANGEL1	23357	5.56223	9.56954	NA	NA	NA	NA
ANGEL2	90806	19.5305	17.0664	NA	NA	NA	NA
ANGPT1	284	4.06729	3.0702	NA	NA	NA	NA
ANGPT2	285	0.110422	0.193203	NA	NA	NA	NA
ANGPTL1	9068	6.93396	8.28969	NA	NA	NA	NA
ANGPTL2	23452	11.0054	6.39753	NA	NA	NA	NA
ANGPTL4	51129	1.08818	0.444875	NA	NA	NA	NA
ANGPTL6	83854	0.264086	0.153851	NA	NA	NA	NA
ANK1	286	0.627309	2.58856	NA	NA	NA	NA
ANK2	287	62.1425	71.4963	cerebral-cortex	glial-cells	Medium	Enhanced
ANK3	288	3.56052	9.24596	NA	NA	NA	NA
ANKAR	150709	1.24609	0.6378	NA	NA	NA	NA
ANKDD1A	348094	3.88553	2.14242	NA	NA	NA	NA
ANKDD1B	728780	0.614067	0.661548	NA	NA	NA	NA
ANKEF1	63926	1.79281	1.26581	cerebral-cortex	glial-cells	Low	Approved
ANKFN1	162282	2.89554	2.81484	NA	NA	NA	NA
ANKFY1	51479	23.7403	29.3483	cerebral-cortex	glial-cells	Low	Approved
ANKH	56172	5.53202	2.65787	NA	NA	NA	NA
ANKHD1	54882	36.0699	44.5818	cerebral-cortex	glial-cells	Medium	Approved
ANKHD1-EIF4EBP3	404734	2.27676	1.7227	cerebral-cortex	glial-cells	Low	Approved
ANKIB1	54467	19.4216	20.6979	NA	NA	NA	NA
ANKLE1	126549	1.45893	1.13841	NA	NA	NA	NA
ANKLE2	23141	36.9992	36.4519	NA	NA	NA	NA
ANKMY1	51281	3.69381	4.59187	NA	NA	NA	NA
ANKMY2	57037	9.41637	9.88639	NA	NA	NA	NA
ANKRA2	57763	14.6203	11.9156	cerebral-cortex	glial-cells	Low	Approved
ANKRD1	27063	0.102735	1.23308	NA	NA	NA	NA
ANKRD10	55608	99.5855	97.7043	NA	NA	NA	NA
ANKRD10-IT1	100505494	7.7147	4.38559	NA	NA	NA	NA
ANKRD11	29123	44.7354	42.6297	cerebral-cortex	glial-cells	Medium	Approved
ANKRD12	23253	18.0718	13.4123	cerebral-cortex	glial-cells	High	Approved
ANKRD13A	88455	15.9839	20.3398	NA	NA	NA	NA
ANKRD13B	124930	16.4897	20.1145	NA	NA	NA	NA
ANKRD13C	81573	16.2922	13.8561	NA	NA	NA	NA
ANKRD13D	338692	21.3247	29.0659	NA	NA	NA	NA
ANKRD16	54522	2.56165	6.13477	NA	NA	NA	NA
ANKRD17	26057	25.4164	19.5673	NA	NA	NA	NA
ANKRD18EP	100131031	0.9969	1.14149	NA	NA	NA	NA
ANKRD19P	138649	0.951531	0.54304	NA	NA	NA	NA
ANKRD20A1	84210	0.359517	0.485102	NA	NA	NA	NA
ANKRD20A18P	391269	0	0	NA	NA	NA	NA
ANKRD20A2	441430	0.262724	0.338102	NA	NA	NA	NA
ANKRD20A3	441425	0.938604	0.566496	NA	NA	NA	NA
ANKRD20A4	728747	0.174499	0.296619	NA	NA	NA	NA
ANKRD20A7P	653436	0.0826201	0.176027	NA	NA	NA	NA
ANKRD23	200539	1.57399	1.39274	NA	NA	NA	NA
ANKRD24	170961	0.6492	0.48066	NA	NA	NA	NA
ANKRD26	22852	5.43411	6.22521	NA	NA	NA	NA
ANKRD26P4	100873882	0.121124	0.0652978	NA	NA	NA	NA
ANKRD27	84079	7.51417	5.72783	NA	NA	NA	NA
ANKRD28	23243	15.4851	14.26	NA	NA	NA	NA
ANKRD29	147463	1.00954	0.28224	NA	NA	NA	NA
ANKRD33	341405	0	0	NA	NA	NA	NA
ANKRD33B	651746	0.133427	0.0713404	NA	NA	NA	NA
ANKRD36	375248	0.484837	0.758679	NA	NA	NA	NA
ANKRD36B	57730	1.2515	1.36383	NA	NA	NA	NA
ANKRD36C	400986	1.94145	2.47411	NA	NA	NA	NA
ANKRD37	353322	3.0289	2.49166	NA	NA	NA	NA
ANKRD39	51239	4.8451	11.0112	NA	NA	NA	NA
ANKRD40	91369	25.0509	23.5435	NA	NA	NA	NA
ANKRD42	338699	6.17114	5.15148	NA	NA	NA	NA
ANKRD44	91526	3.40498	1.01112	NA	NA	NA	NA
ANKRD45	339416	3.70423	7.19736	NA	NA	NA	NA
ANKRD46	157567	6.80052	6.1105	NA	NA	NA	NA
ANKRD49	54851	10.0022	7.62088	cerebral-cortex	glial-cells	Medium	Approved
ANKRD50	57182	8.24034	5.88915	NA	NA	NA	NA
ANKRD52	283373	22.013	27.1244	NA	NA	NA	NA
ANKRD54	129138	19.6304	16.9938	cerebral-cortex	glial-cells	Low	Approved
ANKRD6	22881	7.62624	15.8799	cerebral-cortex	glial-cells	High	Approved
ANKRD61	100310846	0.0861995	0.416024	NA	NA	NA	NA
ANKRD65	441869	0.694672	0.511722	NA	NA	NA	NA
ANKRD9	122416	7.23941	11.9136	NA	NA	NA	NA
ANKS1A	23294	6.15922	7.29362	NA	NA	NA	NA
ANKS1B	56899	7.49508	17.7005	NA	NA	NA	NA
ANKS3	124401	13.2737	14.8426	NA	NA	NA	NA
ANKS6	203286	8.26446	9.63265	cerebral-cortex	glial-cells	Medium	Approved
ANKZF1	55139	21.9684	27.3747	NA	NA	NA	NA
ANLN	54443	18.2458	17.9489	NA	NA	NA	NA
ANO1	55107	4.35612	0.373562	NA	NA	NA	NA
ANO10	55129	16.9131	19.3537	NA	NA	NA	NA
ANO2	57101	0.0260389	0.111924	NA	NA	NA	NA
ANO3	63982	0.00711504	0.0483396	NA	NA	NA	NA
ANO4	121601	2.83162	3.9064	NA	NA	NA	NA
ANO5	203859	0.376571	0.195994	NA	NA	NA	NA
ANO6	196527	23.6763	25.0966	NA	NA	NA	NA
ANO7	50636	0.133965	0.251339	NA	NA	NA	NA
ANO8	57719	8.71745	17.5172	NA	NA	NA	NA
ANP32A	8125	180.603	182.53	cerebral-cortex	glial-cells	Medium	Supported
ANP32AP1	723972	4.84016	4.4776	NA	NA	NA	NA
ANP32B	10541	92.5617	106.527	cerebral-cortex	glial-cells	Medium	Supported
ANP32BP1	646791	2.09955	1.28084	NA	NA	NA	NA
ANP32C	23520	0.358007	0.0973541	NA	NA	NA	NA
ANP32E	81611	3.32009	18.5691	cerebral-cortex	glial-cells	Medium	Supported
ANPEP	290	1.9731	1.41887	NA	NA	NA	NA
ANTXR1	84168	42.3699	48.7017	NA	NA	NA	NA
ANTXR2	118429	33.4359	39.2448	NA	NA	NA	NA
ANXA1	301	164.414	197.935	NA	NA	NA	NA
ANXA11	311	8.62318	7.14976	cerebral-cortex	glial-cells	Low	Supported
ANXA2	302	605.355	654.541	NA	NA	NA	NA
ANXA2P1	303	1.62611	0.202423	NA	NA	NA	NA
ANXA2P2	304	64.7559	53.7818	NA	NA	NA	NA
ANXA2R	389289	1.48341	2.15606	NA	NA	NA	NA
ANXA3	306	0.43113	0.998364	NA	NA	NA	NA
ANXA4	307	9.73817	10.6518	NA	NA	NA	NA
ANXA5	308	441.909	390.19	cerebral-cortex	glial-cells	Low	Approved
ANXA6	309	80.2721	122.079	NA	NA	NA	NA
ANXA7	310	44.4144	42.4632	cerebral-cortex	glial-cells	Low	Approved
ANXA9	8416	0.758402	0.779728	NA	NA	NA	NA
AOAH	313	0.0214175	0	cerebral-cortex	glial-cells	Medium	Approved
AOC2	314	2.17838	0.475726	NA	NA	NA	NA
AOC3	8639	0.669719	0.306929	NA	NA	NA	NA
AOX1	316	0.873468	0.550438	NA	NA	NA	NA
AP1AR	55435	14.2463	8.16901	NA	NA	NA	NA
AP1B1	162	21.8239	30.0679	cerebral-cortex	glial-cells	Low	Approved
AP1G1	164	39.0568	29.1371	cerebral-cortex	glial-cells	Medium	Approved
AP1G2	8906	8.78766	12.9962	NA	NA	NA	NA
AP1M1	8907	32.7179	41.4829	NA	NA	NA	NA
AP1S1	1174	90.8828	115.965	NA	NA	NA	NA
AP1S2	8905	150.622	162.951	NA	NA	NA	NA
AP1S3	130340	2.96495	3.04526	NA	NA	NA	NA
AP2A1	160	42.8749	52.3546	cerebral-cortex	glial-cells	Low	Approved
AP2A2	161	29.2266	37.463	cerebral-cortex	glial-cells	Medium	Supported
AP2B1	163	58.5949	69.6763	cerebral-cortex	glial-cells	Medium	Approved
AP2M1	1173	231.829	255.918	NA	NA	NA	NA
AP2S1	1175	150.268	139.719	NA	NA	NA	NA
AP3B1	8546	24.1879	20.7404	cerebral-cortex	glial-cells	Low	Approved
AP3B2	8120	4.78446	5.5336	NA	NA	NA	NA
AP3D1	8943	41.2501	43.5694	NA	NA	NA	NA
AP3M1	26985	39.2123	37.9389	NA	NA	NA	NA
AP3M2	10947	17.0468	16.5091	NA	NA	NA	NA
AP3S1	1176	48.5021	42.4948	NA	NA	NA	NA
AP3S2	10239	28.2924	30.6332	NA	NA	NA	NA
AP4B1	10717	14.9127	13.9603	cerebral-cortex	glial-cells	Low	Approved
AP4B1-AS1	100287722	0.985719	1.12412	NA	NA	NA	NA
AP4E1	23431	3.4742	2.65486	NA	NA	NA	NA
AP4M1	9179	9.39372	13.5879	NA	NA	NA	NA
AP4S1	11154	7.57481	8.32292	cerebral-cortex	glial-cells	Medium	Approved
AP5B1	91056	2.98124	3.19019	NA	NA	NA	NA
AP5M1	55745	23.6931	18.6043	cerebral-cortex	glial-cells	Low	Approved
AP5S1	55317	5.01206	7.93545	NA	NA	NA	NA
AP5Z1	9907	11.6798	16.5322	cerebral-cortex	glial-cells	Medium	Supported
APAF1	317	16.2507	11.3819	cerebral-cortex	glial-cells	Low	Enhanced
APBA1	320	0.253267	0.839755	NA	NA	NA	NA
APBA2	321	18.4745	21.1315	NA	NA	NA	NA
APBA3	9546	8.15377	10.2494	cerebral-cortex	glial-cells	Low	Approved
APBB1	322	35.0618	43.1581	cerebral-cortex	glial-cells	Low	Approved
APBB2	323	18.5372	22.9317	cerebral-cortex	glial-cells	Medium	Approved
APBB3	10307	14.989	32.1698	NA	NA	NA	NA
APC	324	31.4979	31.1675	NA	NA	NA	NA
APC2	10297	18.8766	31.2336	NA	NA	NA	NA
APCDD1	147495	13.5214	36.9331	NA	NA	NA	NA
APCDD1L	164284	9.65581	16.1581	NA	NA	NA	NA
APEH	327	41.4466	62.3538	NA	NA	NA	NA
APEX1	328	156.577	181.229	cerebral-cortex	glial-cells	Medium	Supported
APEX2	27301	5.15613	8.05471	NA	NA	NA	NA
APH1A	51107	2.36302	1.75323	cerebral-cortex	glial-cells	Low	Approved
APH1B	83464	13.122	16.3812	NA	NA	NA	NA
API5	8539	55.9805	50.1869	cerebral-cortex	glial-cells	Medium	Approved
APIP	51074	22.4959	22.0228	cerebral-cortex	glial-cells	Low	Approved
APLF	200558	0.955551	0.421248	NA	NA	NA	NA
APLN	8862	0.333445	1.21026	NA	NA	NA	NA
APLNR	187	0	0	cerebral-cortex	glial-cells	Medium	Approved
APLP1	333	111.047	134.199	cerebral-cortex	glial-cells	Low	Enhanced
APLP2	334	379.22	397.721	cerebral-cortex	glial-cells	Medium	Approved
APMAP	57136	82.3427	82.3021	NA	NA	NA	NA
APOA1	335	0.310301	0.134838	NA	NA	NA	NA
APOBEC2	10930	0.0957299	0.0514097	NA	NA	NA	NA
APOBEC3B	9582	2.10268	2.10793	NA	NA	NA	NA
APOBEC3C	27350	5.20081	5.41263	NA	NA	NA	NA
APOBEC3D	140564	0.144598	0.0627783	cerebral-cortex	glial-cells	Medium	Approved
APOBEC3F	200316	1.07566	0.96074	NA	NA	NA	NA
APOBEC3G	60489	0.20958	0.457046	NA	NA	NA	NA
APOC1	341	1.52299	0.645994	NA	NA	NA	NA
APOD	347	1.22342	0	cerebral-cortex	glial-cells	High	Enhanced
APOE	348	24.2762	15.835	cerebral-cortex	glial-cells	High	Enhanced
APOL1	8542	0.731082	1.3254	NA	NA	NA	NA
APOL2	23780	18.5427	20.6782	NA	NA	NA	NA
APOL3	80833	0.381471	0.687741	NA	NA	NA	NA
APOL4	80832	2.21774	2.35217	NA	NA	NA	NA
APOL6	80830	2.65762	1.89142	NA	NA	NA	NA
APOLD1	81575	7.69148	8.18	cerebral-cortex	glial-cells	Low	Approved
APOO	79135	25.2973	26.6027	cerebral-cortex	glial-cells	Low	Supported
APOOL	139322	4.09604	4.1655	cerebral-cortex	glial-cells	Medium	Approved
APOOP5	644649	0.245471	0.134872	NA	NA	NA	NA
APP	351	358.732	422.058	NA	NA	NA	NA
APPBP2	10513	22.9227	15.7419	NA	NA	NA	NA
APPL1	26060	15.5479	10.5596	NA	NA	NA	NA
APPL2	55198	23.6507	28.6138	cerebral-cortex	glial-cells	Low	Approved
APRT	353	62.4818	68.6794	NA	NA	NA	NA
APTX	54840	21.5671	23.4466	cerebral-cortex	glial-cells	Medium	Supported
AQP1	358	4.64353	6.41014	NA	NA	NA	NA
AQP11	282679	1.45182	2.22195	NA	NA	NA	NA
AQP3	360	0.775573	0.524725	NA	NA	NA	NA
AQP4	361	7.13775	10.9492	cerebral-cortex	glial-cells	Medium	Enhanced
AQP5	362	0	0.0390536	NA	NA	NA	NA
AQR	9716	10.5687	11.2983	NA	NA	NA	NA
AR	367	6.31581	7.85581	NA	NA	NA	NA
ARAF	369	18.7613	20.216	cerebral-cortex	glial-cells	Low	Approved
ARAP1	116985	7.47384	10.4577	cerebral-cortex	glial-cells	Low	Approved
ARAP1-AS1	100874075	4.94473	4.43183	NA	NA	NA	NA
ARAP1-AS2	100506020	0.171593	0.302312	NA	NA	NA	NA
ARAP2	116984	4.84781	10.1771	NA	NA	NA	NA
ARAP3	64411	1.07086	1.53898	NA	NA	NA	NA
ARC	23237	0.575092	0.545302	NA	NA	NA	NA
ARCN1	372	1.85806	1.71952	cerebral-cortex	glial-cells	High	Approved
AREL1	9870	17.235	19.3699	NA	NA	NA	NA
ARF1	375	169.976	183.772	NA	NA	NA	NA
ARF3	377	63.8338	72.9284	NA	NA	NA	NA
ARF4	378	158.742	139.038	NA	NA	NA	NA
ARF4P2	170485	0.137379	0	NA	NA	NA	NA
ARF5	381	101.35	112.075	NA	NA	NA	NA
ARF6	382	26.6945	23.2153	NA	NA	NA	NA
ARFGAP1	55738	46.7341	69.5265	NA	NA	NA	NA
ARFGAP2	84364	34.2398	48.8605	cerebral-cortex	glial-cells	Low	Enhanced
ARFGAP3	26286	36.5729	25.7338	NA	NA	NA	NA
ARFGEF1	10565	22.9035	22.7689	cerebral-cortex	glial-cells	Medium	Supported
ARFGEF2	10564	6.45979	5.16972	cerebral-cortex	glial-cells	Medium	Supported
ARFIP1	27236	20.2913	20.6156	NA	NA	NA	NA
ARFIP2	23647	27.541	29.1738	NA	NA	NA	NA
ARFRP1	10139	12.66	17.8656	cerebral-cortex	glial-cells	Low	Approved
ARG2	384	2.0143	2.59287	NA	NA	NA	NA
ARGFXP2	503640	0.121283	0.326928	NA	NA	NA	NA
ARGLU1	55082	180.544	123.586	cerebral-cortex	glial-cells	High	Supported
ARHGAP1	392	20.3048	36.097	NA	NA	NA	NA
ARHGAP10	79658	2.95238	3.26275	NA	NA	NA	NA
ARHGAP11A	9824	19.9542	16.2136	cerebral-cortex	glial-cells	Low	Enhanced
ARHGAP11B	89839	8.7726	8.92617	NA	NA	NA	NA
ARHGAP12	94134	69.8534	52.0313	cerebral-cortex	glial-cells	Low	Enhanced
ARHGAP15	55843	0	0.428329	NA	NA	NA	NA
ARHGAP17	55114	26.9926	30.2594	NA	NA	NA	NA
ARHGAP18	93663	5.54546	13.2875	NA	NA	NA	NA
ARHGAP19	84986	22.4715	22.859	NA	NA	NA	NA
ARHGAP19-SLIT1	100533184	0.259685	0.111301	NA	NA	NA	NA
ARHGAP20	57569	0.0244279	0.04019	NA	NA	NA	NA
ARHGAP21	57584	53.6957	67.2359	cerebral-cortex	glial-cells	Low	Approved
ARHGAP22	58504	0.93136	1.0897	NA	NA	NA	NA
ARHGAP23	57636	1.69841	0.842486	NA	NA	NA	NA
ARHGAP23P1	102577425	0.0789059	0	NA	NA	NA	NA
ARHGAP24	83478	2.5951	0.781785	cerebral-cortex	glial-cells	Low	Approved
ARHGAP26	23092	2.43385	2.73961	NA	NA	NA	NA
ARHGAP28	79822	3.15909	3.97917	NA	NA	NA	NA
ARHGAP29	9411	16.07	10.7569	NA	NA	NA	NA
ARHGAP30	257106	0.0997252	0.131937	NA	NA	NA	NA
ARHGAP31	57514	17.4312	14.6909	cerebral-cortex	glial-cells	Low	Approved
ARHGAP31-AS1	100874246	0.318835	0.464817	NA	NA	NA	NA
ARHGAP32	9743	8.09201	8.33423	NA	NA	NA	NA
ARHGAP33	115703	15.5662	27.8066	cerebral-cortex	glial-cells	Low	Supported
ARHGAP35	2909	23.9066	27.8944	cerebral-cortex	glial-cells	Low	Approved
ARHGAP39	80728	5.38507	6.05599	NA	NA	NA	NA
ARHGAP4	393	0.092717	0.193317	NA	NA	NA	NA
ARHGAP42	143872	5.7839	5.9525	NA	NA	NA	NA
ARHGAP44	9912	1.28471	0.227339	NA	NA	NA	NA
ARHGAP5	394	43.0394	31.8236	NA	NA	NA	NA
ARHGAP5-AS1	84837	3.56958	3.57408	NA	NA	NA	NA
ARHGAP6	395	2.74685	2.48507	cerebral-cortex	glial-cells	Medium	Enhanced
ARHGAP8	23779	0.168257	0.0743172	NA	NA	NA	NA
ARHGAP9	64333	0.404151	0.164657	NA	NA	NA	NA
ARHGDIA	396	165.758	215.098	cerebral-cortex	glial-cells	Low	Approved
ARHGDIB	397	2.04664	0.907012	cerebral-cortex	glial-cells	Medium	Enhanced
ARHGDIG	398	3.88101	5.41227	NA	NA	NA	NA
ARHGEF1	9138	4.36829	0.641913	NA	NA	NA	NA
ARHGEF10	9639	19.4115	23.7494	NA	NA	NA	NA
ARHGEF10L	55160	12.1703	14.0935	cerebral-cortex	glial-cells	Low	Approved
ARHGEF11	9826	13.3848	18.2705	cerebral-cortex	glial-cells	Low	Enhanced
ARHGEF12	23365	42.2783	31.136	NA	NA	NA	NA
ARHGEF16	27237	0.0908533	0.170688	NA	NA	NA	NA
ARHGEF17	9828	13.8141	15.8828	NA	NA	NA	NA
ARHGEF18	23370	10.0548	13.1176	NA	NA	NA	NA
ARHGEF19	128272	1.75393	2.18653	NA	NA	NA	NA
ARHGEF2	9181	30.7471	33.8495	cerebral-cortex	glial-cells	Low	Approved
ARHGEF25	115557	17.5582	30.0121	NA	NA	NA	NA
ARHGEF26	26084	20.0577	20.7447	NA	NA	NA	NA
ARHGEF26-AS1	100507524	2.82947	2.10092	NA	NA	NA	NA
ARHGEF28	64283	0.582902	1.0819	NA	NA	NA	NA
ARHGEF3	50650	20.8026	12.6111	NA	NA	NA	NA
ARHGEF33	100271715	0.67893	0.15955	NA	NA	NA	NA
ARHGEF37	389337	0.797548	3.39719	NA	NA	NA	NA
ARHGEF38	54848	0	0	NA	NA	NA	NA
ARHGEF39	84904	4.51199	4.9324	NA	NA	NA	NA
ARHGEF4	50649	2.32147	5.35918	NA	NA	NA	NA
ARHGEF40	55701	49.9432	65.0879	NA	NA	NA	NA
ARHGEF6	9459	17.8663	23.1845	NA	NA	NA	NA
ARHGEF7	8874	59.3917	75.344	cerebral-cortex	glial-cells	Low	Approved
ARHGEF7-AS2	100874238	0.0876818	0.413635	NA	NA	NA	NA
ARID1A	8289	24.0265	26.7482	cerebral-cortex	glial-cells	Low	Supported
ARID1B	57492	11.5213	11.113	cerebral-cortex	glial-cells	Low	Approved
ARID2	196528	10.1329	7.29425	NA	NA	NA	NA
ARID3A	1820	2.82514	2.70585	NA	NA	NA	NA
