name	Ctrl_vs_BD	Ctrl_vs_BD_NR	Ctrl_vs_BD_R	Ctrl_vs_Primary_Unchanged
r0570	0	1	0	0
r0596	0	1	0	1
r0661	0	1	0	1
r0715	0	1	0	1
r0717	0	1	0	1
r0719	0	1	0	1
r0721	0	1	0	1
r0723	0	1	0	1
r0735	0	1	0	1
r0739	0	1	0	1
r0797	0	1	0	0
r0942	0	1	0	0
r1000	0	1	0	1
r1005	0	1	0	0
r1007	0	1	0	0
r1020	0	1	0	1
r1050	0	1	0	1
r1109	0	1	0	1
r1116	0	1	0	1
r1143	0	1	0	0
r1150	0	1	0	1
r1165	0	1	0	1
r1166	0	1	0	1
r1168	0	1	0	1
r1174	0	1	0	1
r1175	0	1	0	1
r1179	0	1	0	1
r1251	0	1	0	1
r1255	0	1	0	1
r1257	0	1	0	1
r1262	0	1	0	1
r1298	0	1	0	0
r1367	0	1	0	1
r1368	0	1	0	1
r1443	0	1	0	1
r1444	0	1	0	1
r1445	0	1	0	1
r1487	0	1	0	1
r1514	0	1	0	1
r1515	0	1	0	1
r1516	0	1	0	1
r1517	0	1	0	1
r1518	0	1	0	1
r1519	0	1	0	1
r1520	0	1	0	1
r1521	0	1	0	1
r1522	0	1	0	1
r1523	0	1	0	1
r1525	0	1	0	1
r1527	0	1	0	1
r1529	0	1	0	1
r2322	0	1	0	0
r2510	0	1	0	1
r2514	0	1	0	1
r2514m	0	1	0	1
r2517	0	1	0	1
r2518	0	1	0	1
RBFK	0	1	0	1
RE0124C	0	1	0	1
RE0344C	0	1	0	1
RE0565C	0	1	0	1
RE0566C	0	1	0	1
RE0567C	0	1	0	1
RE0568C	0	1	0	1
RE0578C	0	1	0	1
RE1441R	0	1	0	1
RE1447M	0	1	0	1
RE1448R	0	1	0	1
RE1530M	0	1	0	1
RE1807M	0	1	0	1
RE1845C	0	1	0	0
RE1845X	0	1	0	0
RE1957R	0	1	0	1
RE2122C	0	1	0	0
RE2649C	0	1	0	1
RE2649M	0	1	0	1
RE2912M	0	1	0	1
RE2972M	0	1	0	1
RE3132R	0	1	0	1
RE3146R	0	1	0	1
RE3160R	0	1	0	1
RE3164C	0	1	0	0
RE3268R	0	1	0	1
RE3270C	0	1	0	1
SARCStm	0	1	0	1
SARDHm	0	1	0	1
SBTD_D2	0	1	0	1
SCP21cx	0	1	0	1
SCP21x	0	1	0	1
sink_clpn_hs[c]	0	1	0	1
sink_dgchol[c]	0	1	0	1
sink_Tyr_ggn[c]	0	1	0	1
SPHS1Pt2e	0	1	0	1
SPHS1Pte	0	1	0	1
SUCCt4_2	0	1	0	1
SUCD1m	0	1	0	1
SUCSALte	0	1	0	1
SUCSALtm	0	1	0	1
TDCHOLAtx	0	1	0	0
TETPENT3t	0	1	0	1
TETPENT6t	0	1	0	1
TETTET6t	0	1	0	1
THYMDtl	0	1	0	1
TMNDNCt	0	1	0	1
TTDCAtr	0	1	0	1
UGT1A10c	0	1	0	1
UREAt5	0	1	0	0
URIDK2m	0	1	0	1
Uritl	0	1	0	1
10FTHF7GLUtl	0	0	0	1
10FTHF7GLUtm	0	0	0	1
10FTHFtl	0	0	0	1
10FTHFtm	0	0	0	1
11DOCRTSLte	0	0	0	1
12DHCHOLt	0	0	0	1
17AHPRGSTRNte	0	0	0	1
1A25DHVITD3te	0	0	0	1
1a25DHVITD3TRn	0	0	0	1
2H3MVc	0	0	0	1
2H3MVte	0	0	0	1
2HATVACIDtep	0	0	0	1
2HATVACIDthc	0	0	0	1
2HATVLACtep	0	0	0	1
2HATVLACthc	0	0	0	1
2HBt2	0	0	0	1
2HCO3_NAt	0	0	0	1
2HIVc	0	0	0	1
2HIVte	0	0	0	1
2M3HBUc	0	0	0	1
2M3HBUte	0	0	0	1
2M3HBUtm	0	0	0	1
2PGtr	0	0	0	1
34DHOXMANDte	0	0	0	1
34DHOXPEGOX	0	0	0	1
34DHOXPEGt	0	0	0	1
34HPLFM	0	0	0	1
34HPLte	0	0	0	1
34HPLtm	0	0	0	1
34HPPte	0	0	0	1
35DHPVStep	0	0	0	1
35DHPVSthc	0	0	0	1
3AIB_Dtm	0	0	0	1
3AIBSYMPt	0	0	0	1
3AIBt1	0	0	0	1
3AIBTm	0	0	0	1
3AIBtmi	0	0	0	1
3HADICOAx	0	0	0	1
3HADPACte	0	0	0	1
3HADPACtxc	0	0	0	1
3HADPACx	0	0	0	1
3HBCOAHLm	0	0	0	1
3HCO3_NAt	0	0	0	1
3HPVSCOAhc	0	0	0	1
3HPVSCOAitm	0	0	0	1
3HPVSCOAitx	0	0	0	1
3HPVStep	0	0	0	1
3HPVSTETCOAhcm	0	0	0	1
3HPVSTETCOAhcx	0	0	0	1
3HPVSTETCOAitm	0	0	0	1
3HPVSTETCOAitx	0	0	0	1
3HPVSTEThc	0	0	0	1
3HPVSTETtev	0	0	0	1
3HPVSthc	0	0	0	1
3ISPVStep	0	0	0	1
3ISPVSthc	0	0	0	1
3MGLUTACc	0	0	0	1
3MGLUTACte	0	0	0	1
3MGLUTACtm	0	0	0	1
3MHISc	0	0	0	1
3MHISt1	0	0	0	1
3MHISt2	0	0	0	1
3MHISt3	0	0	0	1
3MOBt2im	0	0	0	1
3MOBte	0	0	0	1
3MOPte	0	0	0	1
3MOX4HOXPGALDOX_NADP_	0	0	0	1
3MOXTYRt	0	0	0	1
3OHSEBACte	0	0	0	1
3OHSEBACtxc	0	0	0	1
3OHSEBACx	0	0	0	1
3OHSEBCOAx	0	0	0	1
3OHSUBACte	0	0	0	1
3OHSUBACtxc	0	0	0	1
3OHSUBACx	0	0	0	1
3OHSUBCOAx	0	0	0	1
3PGtr	0	0	0	1
3SALAASPm	0	0	0	1
3SALACBOXL	0	0	0	1
4HATVACIDtep	0	0	0	1
4HATVACIDthc	0	0	0	1
4HATVLACtep	0	0	0	1
4HATVLACthc	0	0	0	1
4HGLSDm	0	0	0	1
4MOPte	0	0	0	1
4TMEABUTNt1	0	0	0	1
4TMEABUTNt2	0	0	0	1
56DURAt	0	0	0	1
56DURAtd	0	0	0	1
5ADTSTSTERONESte	0	0	0	1
5ADTSTSTERONEte	0	0	0	1
5AOPtm	0	0	0	1
5EIPENCm	0	0	0	1
5EIPENCte	0	0	0	1
5EIPENCtm	0	0	0	1
5HOXINDOAtr	0	0	0	1
5MTHFt	0	0	0	1
5MTHFt2	0	0	0	1
5MTHFt2le	0	0	0	1
5OXPROt	0	0	0	1
6EPVStep	0	0	0	1
6EPVSthc	0	0	0	1
7DHCDCHOLt	0	0	0	1
7DHCHOLt	0	0	0	1
7DHCHSTEROLtd	0	0	0	1
7DHCHSTEROLtr	0	0	0	1
7DHFtl	0	0	0	1
7KILTCHOLt	0	0	0	1
7THFtl	0	0	0	1
A_MANASEly	0	0	0	1
A4GALTg	0	0	0	1
ABO9g	0	0	0	1
ABT_Dt	0	0	0	1
ABTD	0	0	0	1
ABTD1	0	0	0	1
ABUTt2r	0	0	0	1
ABUTt4_2_r	0	0	0	1
ACACT1r	0	0	0	1
ACACT1rm	0	0	0	1
ACACT1x	0	0	0	1
ACACt2	0	0	0	1
ACACt2m	0	0	0	1
ACACT9p	0	0	0	1
ACCOAC	0	0	0	1
ACCOAtn	0	0	0	1
ACGAMtly	0	0	0	1
ACHtn	0	0	0	1
ACLYSHYc	0	0	0	1
ACLYSt	0	0	0	1
ACNACNGAL14ACGLCGALGLUSIDEte	0	0	0	1
ACNACNGAL14ACGLCGALGLUSIDEtg	0	0	0	1
ACNGALACGLCGAL14ACGLCGALGLUSIDEte	0	0	0	1
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	0	0	0	1
ACOAD10m	0	0	0	1
ACOAD9m	0	0	0	1
ACONT	0	0	0	1
ACONTm	0	0	0	1
ACt2r	0	0	0	1
ACtg	0	0	0	1
ADCim	0	0	0	1
ADEt	0	0	0	1
ADK1	0	0	0	1
ADK1m	0	0	0	1
ADK3	0	0	0	1
ADK3m	0	0	0	1
ADNCNT3tc	0	0	0	1
ADNt	0	0	0	1
ADPACDAc	0	0	0	1
ADPACtd	0	0	0	1
ADPCOACROT	0	0	0	1
ADPtx	0	0	0	1
ADRNCRNt	0	0	0	1
ADRNt	0	0	0	1
AHCYStd	0	0	0	1
AHEXASE2ly	0	0	0	1
AHEXASEly	0	0	0	1
AKGDm	0	0	0	1
AKGMALtm	0	0	0	1
AKGt4_3	0	0	0	1
AKGtp	0	0	0	1
ALAALACNc	0	0	0	1
ALAARGCYSr	0	0	0	1
ALAARGCYSt	0	0	0	1
ALAARGGLYr	0	0	0	1
ALAARGGLYt	0	0	0	1
ALAASNLEUr	0	0	0	1
ALAASNLEUt	0	0	0	1
ALADGLNexR	0	0	0	1
ALADGLYexR	0	0	0	1
ALAGLNexR	0	0	0	1
ALAGLYexR	0	0	0	1
ALAGLYLYSr	0	0	0	1
ALAGLYLYSt	0	0	0	1
ALAHISALAr	0	0	0	1
ALAHISALAt	0	0	0	1
ALALYSTHRr	0	0	0	1
ALALYSTHRt	0	0	0	1
ALAPAT4te	0	0	0	1
ALAR	0	0	0	1
ALASm	0	0	0	1
ALAt2r	0	0	0	1
ALAt4	0	0	0	1
ALATA_L	0	0	0	1
ALAtN1	0	0	0	1
ALCD21_D	0	0	0	1
ALDD20x	0	0	0	1
ALDD20xm	0	0	0	1
ALDD21	0	0	0	1
ALLTNt	0	0	0	1
AMETt2m	0	0	0	1
AMETtd	0	0	0	1
AMPtp	0	0	0	1
ANTHte	0	0	0	1
APRGSTRNt1e	0	0	0	1
AQCOBALt	0	0	0	1
ARAB_Lt	0	0	0	1
ARABR	0	0	0	1
ARACHCRNt	0	0	0	1
ARACHDt2	0	0	0	1
ARACHDtr	0	0	0	1
ARACHETH	0	0	0	1
ARACHt	0	0	0	1
ARGALAALAr	0	0	0	1
ARGALAALAt	0	0	0	1
ARGALAPHEr	0	0	0	1
ARGALAPHEt	0	0	0	1
ARGALATHRr	0	0	0	1
ARGALATHRt	0	0	0	1
ARGARGLYSr	0	0	0	1
ARGARGLYSt	0	0	0	1
ARGARGMETr	0	0	0	1
ARGARGMETt	0	0	0	1
ARGARGr	0	0	0	1
ARGARGt	0	0	0	1
ARGCYSGLYr	0	0	0	1
ARGCYSGLYt	0	0	0	1
ARGCYSSERr	0	0	0	1
ARGCYSSERt	0	0	0	1
ARGGLUGLUr	0	0	0	1
ARGGLUGLUt	0	0	0	1
ARGGLUPROr	0	0	0	1
ARGGLUPROt	0	0	0	1
ARGGLYGLYr	0	0	0	1
ARGGLYGLYt	0	0	0	1
ARGHISTHRr	0	0	0	1
ARGHISTHRt	0	0	0	1
ARGLEUPHEr	0	0	0	1
ARGLEUPHEt	0	0	0	1
ARGLYSASPr	0	0	0	1
ARGLYSASPt	0	0	0	1
ARGPHEARGr	0	0	0	1
ARGPHEARGt	0	0	0	1
ARGPROMETr	0	0	0	1
ARGPROMETt	0	0	0	1
ARGPROTHRr	0	0	0	1
ARGPROTHRt	0	0	0	1
ARGSERSERr	0	0	0	1
ARGSERSERt	0	0	0	1
ARGtD	0	0	0	1
ARGTYRVALr	0	0	0	1
ARGTYRVALt	0	0	0	1
ARGVALCYSr	0	0	0	1
ARGVALCYSt	0	0	0	1
ARGVALTRPr	0	0	0	1
ARGVALTRPt	0	0	0	1
ARTPLM3m	0	0	0	1
ASCBt	0	0	0	1
ASCBt4	0	0	0	1
ASNASNARGr	0	0	0	1
ASNASNARGt	0	0	0	1
ASNMETPROr	0	0	0	1
ASNMETPROt	0	0	0	1
ASNPHEASPr	0	0	0	1
ASNPHEASPt	0	0	0	1
ASNPHECYSr	0	0	0	1
ASNPHECYSt	0	0	0	1
ASNt4	0	0	0	1
ASNtN1	0	0	0	1
ASNTYRGLYr	0	0	0	1
ASNTYRGLYt	0	0	0	1
ASNTYRPHEr	0	0	0	1
ASNTYRPHEt	0	0	0	1
ASNTYRTHRr	0	0	0	1
ASNTYRTHRt	0	0	0	1
ASPALAARGr	0	0	0	1
ASPALAARGt	0	0	0	1
ASPASNGLUr	0	0	0	1
ASPASNGLUt	0	0	0	1
ASPCTr	0	0	0	1
ASPGLUm	0	0	0	1
ASPGLUr	0	0	0	1
ASPGLUt	0	0	0	1
ASPGLUTRPr	0	0	0	1
ASPGLUTRPt	0	0	0	1
ASPHISCYSr	0	0	0	1
ASPHISCYSt	0	0	0	1
ASPHISPROr	0	0	0	1
ASPHISPROt	0	0	0	1
ASPLYSGLUr	0	0	0	1
ASPLYSGLUt	0	0	0	1
ASPLYSHISr	0	0	0	1
ASPLYSHISt	0	0	0	1
ASPMETASPr	0	0	0	1
ASPMETASPt	0	0	0	1
ASPPROLYSr	0	0	0	1
ASPPROLYSt	0	0	0	1
ASPTA	0	0	0	1
ASPTAm	0	0	0	1
ASPVALASNr	0	0	0	1
ASPVALASNt	0	0	0	1
ATPH2e	0	0	0	1
ATPtm	0	0	0	1
ATPtn	0	0	0	1
ATPtx	0	0	0	1
ATVACIDOATPtu	0	0	0	1
ATVLACtdhc	0	0	0	1
ATVLACThc	0	0	0	1
B_MANNASEly	0	0	0	1
B3GALT3g	0	0	0	1
B3GALT41g	0	0	0	1
B3GALT43g	0	0	0	1
B3GALT44g	0	0	0	1
B3GALT5g	0	0	0	1
B3GNT11g	0	0	0	1
B3GNT310g	0	0	0	1
B3GNT312g	0	0	0	1
B3GNT314g	0	0	0	1
B3GNT51g	0	0	0	1
BALAPAT1tc2	0	0	0	1
BDHm	0	0	0	1
BETBGTtc	0	0	0	1
BGAL2l	0	0	0	1
BHBt	0	0	0	1
BHBtm	0	0	0	1
BILGLCURt	0	0	0	1
BTNtn	0	0	0	1
BUTSMCT1	0	0	0	1
BUTt2r	0	0	0	1
C05463t2	0	0	0	1
C05769te2	0	0	0	1
C05769te3	0	0	0	1
C05953t	0	0	0	1
C05953tm	0	0	0	1
C06439t	0	0	0	1
C09642te	0	0	0	1
C10DCc	0	0	0	1
C10DCCACT	0	0	0	1
C140CPT1	0	0	0	1
C160CPT1	0	0	0	1
C160CRNt	0	0	0	1
C161CPT22	0	0	0	1
C161CRNt	0	0	0	1
C16DCc	0	0	0	1
C16DCe	0	0	0	1
C180CRNt	0	0	0	1
C181CPT1	0	0	0	1
C181CPT2	0	0	0	1
C181CRNt	0	0	0	1
C204CRNt	0	0	0	1
C226CPT1	0	0	0	1
C226CPT2	0	0	0	1
C226CRNt	0	0	0	1
C30CPT1	0	0	0	1
C6DCc	0	0	0	1
C6DCCACT	0	0	0	1
C8DCc	0	0	0	1
C9BRxtc	0	0	0	1
CALAtr	0	0	0	1
CAt7r	0	0	0	1
CATm	0	0	0	1
CATp	0	0	0	1
CBASPte	0	0	0	1
CBL2OR	0	0	0	1
CBL2tm	0	0	0	1
CE0737te	0	0	0	1
CE1243UPKt	0	0	0	1
CE1273t2	0	0	0	1
CE1401te	0	0	0	1
CE1556td	0	0	0	1
CE2172t	0	0	0	1
CE2513td	0	0	0	1
CE4890te2	0	0	0	1
CE5025t	0	0	0	1
CE5629t	0	0	0	1
CHAT	0	0	0	1
CHATn	0	0	0	1
CHOLATEt	0	0	0	1
CHOLtg	0	0	0	1
CHOLtn	0	0	0	1
CHOLtr	0	0	0	1
CHSTEROLSte	0	0	0	1
CHSTEROLt1	0	0	0	1
CHSTEROLt2	0	0	0	1
CHTNASE	0	0	0	1
CITRtm	0	0	0	1
CITt4_4	0	0	0	1
CITtam	0	0	0	1
CK	0	0	0	1
CKc	0	0	0	1
CLCFTRte	0	0	0	1
CLPNDCRNt	0	0	0	1
CO2tg	0	0	0	1
CO2tm	0	0	0	1
CO2tp	0	0	0	1
COAtm	0	0	0	1
COAtn	0	0	0	1
COAtp	0	0	0	1
COAtr	0	0	0	1
COPROSTt	0	0	0	1
Coqe	0	0	0	1
CREATtmdiffir	0	0	0	1
CRMPte	0	0	0	1
CRNtim	0	0	0	1
CRNtx	0	0	0	1
CRVNCtr	0	0	0	1
CRVSM1hr	0	0	0	1
CRVSM23hr	0	0	0	1
CSAPASEly	0	0	0	1
CSBPASEly	0	0	0	1
CSCPASEly	0	0	0	1
CSDPASEly	0	0	0	1
CSEPASEly	0	0	0	1
CSNAT2m	0	0	0	1
CSNATm	0	0	0	1
CSNATr	0	0	0	1
CSPG_At	0	0	0	1
CSPG_Atly	0	0	0	1
CSPG_Btly	0	0	0	1
CSPG_Ct	0	0	0	1
CSPG_Ctly	0	0	0	1
CSPG_Dt	0	0	0	1
CSPG_Dtly	0	0	0	1
CSPG_Et	0	0	0	1
CSPG_Etly	0	0	0	1
CVM1GLUChc	0	0	0	1
CVM23GLUChc	0	0	0	1
CYANt	0	0	0	1
CYANtm	0	0	0	1
CYSASNMETr	0	0	0	1
CYSASNMETt	0	0	0	1
CYSASPPHEr	0	0	0	1
CYSASPPHEt	0	0	0	1
CYSGLNMETr	0	0	0	1
CYSGLNMETt	0	0	0	1
CYSGLTH	0	0	0	1
CYSGLUexR	0	0	0	1
CYSGLUHISr	0	0	0	1
CYSGLUHISt	0	0	0	1
CYSGLUTRPr	0	0	0	1
CYSGLUTRPt	0	0	0	1
CYSGLYexR	0	0	0	1
CYSLEUTHRr	0	0	0	1
CYSLEUTHRt	0	0	0	1
CYSSERMETr	0	0	0	1
CYSSERMETt	0	0	0	1
CYSSNAT5tc	0	0	0	1
CYST_Ltr	0	0	0	1
CYSt4	0	0	0	1
CYStec	0	0	0	1
CYSTS	0	0	0	1
CYSTYRASNr	0	0	0	1
CYSTYRASNt	0	0	0	1
CYTDK1	0	0	0	1
CYTDt	0	0	0	1
CYTDt2r	0	0	0	1
CYTK1	0	0	0	1
CYTK10	0	0	0	1
CYTK10n	0	0	0	1
CYTK11	0	0	0	1
CYTK11n	0	0	0	1
CYTK12	0	0	0	1
CYTK12n	0	0	0	1
CYTK13	0	0	0	1
CYTK13n	0	0	0	1
CYTK14	0	0	0	1
CYTK14n	0	0	0	1
CYTK1n	0	0	0	1
CYTK2	0	0	0	1
CYTK2n	0	0	0	1
CYTK3	0	0	0	1
CYTK3n	0	0	0	1
CYTK4	0	0	0	1
CYTK4n	0	0	0	1
CYTK5	0	0	0	1
CYTK6	0	0	0	1
CYTK6n	0	0	0	1
CYTK7	0	0	0	1
CYTK7n	0	0	0	1
CYTK8	0	0	0	1
CYTK8n	0	0	0	1
CYTK9	0	0	0	1
CYTK9n	0	0	0	1
D_3AIBt	0	0	0	1
D3AIBTm	0	0	0	1
DACT	0	0	0	1
DALAt2r	0	0	0	1
DCA3St	0	0	0	1
DCK1n	0	0	0	1
DCK2n	0	0	0	1
DCMPtr	0	0	0	1
DCSPTN1CRNt	0	0	0	1
DEOXFVShc	0	0	0	1
DEOXFVSitx	0	0	0	1
DEOXFVStev	0	0	0	1
DESAT24_1	0	0	0	1
DGULND	0	0	0	1
DHBPTt	0	0	0	1
DHCR72r	0	0	0	1
DHEASt	0	0	0	1
DHFR	0	0	0	1
DHFtl	0	0	0	1
DIDECAETH	0	0	0	1
DIDPtn	0	0	0	1
DIHOLINETH	0	0	0	1
DITPtn	0	0	0	1
DLNLCGCRNt	0	0	0	1
DLNLCGt	0	0	0	1
DM_12dhchol[c]	0	0	0	1
DM_1a25dhvitd3[n]	0	0	0	1
DM_7dhcdchol[c]	0	0	0	1
DM_7dhchol[c]	0	0	0	1
DM_adprbp[c]	0	0	0	1
DM_akg[c]	0	0	0	1
DM_anth	0	0	0	1
DM_Asn_X_Ser_Thr_ly_	0	0	0	1
DM_cbl2[m]	0	0	0	1
DM_coprost[c]	0	0	0	1
DM_core5_g_	0	0	0	1
DM_core7_g_	0	0	0	1
DM_core8_g_	0	0	0	1
DM_dca24g[c]	0	0	0	1
DM_dca3g[c]	0	0	0	1
DM_dca3s[c]	0	0	0	1
DM_dctp_m_	0	0	0	1
DM_gca3s[c]	0	0	0	1
DM_icdchol[c]	0	0	0	1
DM_isochol[c]	0	0	0	1
DM_itp[n]	0	0	0	1
DM_m_em_3gacpail_prot_hs_r_	0	0	0	1
DM_mi14p[c]	0	0	0	1
DM_mqn10[c]	0	0	0	1
DM_mqn11[c]	0	0	0	1
DM_mqn7[c]	0	0	0	1
DM_mqn8[c]	0	0	0	1
DM_mqn9[c]	0	0	0	1
DM_n5m2masn_g_	0	0	0	1
DM_na1[g]	0	0	0	1
DM_Ser_Gly_Ala_X_Gly_ly_	0	0	0	1
DM_tym[c]	0	0	0	1
DM_uchol[c]	0	0	0	1
DMHPTCRNCPT2	0	0	0	1
DMHPTCRNt	0	0	0	1
DMHPTCRNte	0	0	0	1
DMNONCRNCPT2	0	0	0	1
DMNONCRNt	0	0	0	1
DNDPt28m	0	0	0	1
DOCO13EFATP	0	0	0	1
DOCOHEXETHc	0	0	0	1
DOCTETETH	0	0	0	1
DODECANACtd	0	0	0	1
DOPA3GLCURt	0	0	0	1
DOPA4GLCURt	0	0	0	1
DOPAENT4tc	0	0	0	1
DOPAMT	0	0	0	1
DOPAt4_2_r	0	0	0	1
DOPAtu	0	0	0	1
DPCOAK	0	0	0	1
DTDPtn	0	0	0	1
DTTPtn	0	0	0	1
DUDPtn	0	0	0	1
DURAD2	0	0	0	1
DURIK1	0	0	0	1
DURIt	0	0	0	1
ECOAH12m	0	0	0	1
EICOSTETCRNt	0	0	0	1
ELAIDCPT2	0	0	0	1
ELAIDCRNt	0	0	0	1
ELAIDCRNte	0	0	0	1
ENGASE2ly	0	0	0	1
ENGASE3ly	0	0	0	1
ENGASEly	0	0	0	1
ESTRADIOLtr	0	0	0	1
ESTRONESt	0	0	0	1
ESTRONEtr	0	0	0	1
EX_10fthf[e]	0	0	0	1
EX_10fthf7glu[e]	0	0	0	1
EX_12dhchol[e]	0	0	0	1
EX_12HPET[e]	0	0	0	1
EX_1a25dhvitd3[e]	0	0	0	1
EX_23cump[e]	0	0	0	1
EX_2h3mv[e]	0	0	0	1
EX_2hiv[e]	0	0	0	1
EX_2m3hbu[e]	0	0	0	1
EX_2pg[e]	0	0	0	1
EX_34dhoxmand[e]	0	0	0	1
EX_34dhoxpeg[e]	0	0	0	1
EX_34hpl[e]	0	0	0	1
EX_34hpp[e]	0	0	0	1
EX_3aib_D[e]	0	0	0	1
EX_3aib[e]	0	0	0	1
EX_3hadpac[e]	0	0	0	1
EX_3hpvs[e]	0	0	0	1
EX_3hpvstet[e]	0	0	0	1
EX_3mglutac[e]	0	0	0	1
EX_3mhis[e]	0	0	0	1
EX_3mob[e]	0	0	0	1
EX_3mop[e]	0	0	0	1
EX_3moxtyr[e]	0	0	0	1
EX_3ohsebac[e]	0	0	0	1
EX_3ohsubac[e]	0	0	0	1
EX_3pg[e]	0	0	0	1
EX_3ump[e]	0	0	0	1
EX_4abut[e]	0	0	0	1
EX_4mop[e]	0	0	0	1
EX_4nph[e]	0	0	0	1
EX_56dthm[e]	0	0	0	1
EX_5adtststerone[e]	0	0	0	1
EX_5adtststerones[e]	0	0	0	1
EX_5dhf[e]	0	0	0	1
EX_5eipenc[e]	0	0	0	1
EX_5hoxindoa[e]	0	0	0	1
EX_5mthf[e]	0	0	0	1
EX_5oxpro[e]	0	0	0	1
EX_7dhcdchol[e]	0	0	0	1
EX_7dhchol[e]	0	0	0	1
EX_7dhchsterol[e]	0	0	0	1
EX_7dhf[e]	0	0	0	1
EX_7klitchol[e]	0	0	0	1
EX_7thf[e]	0	0	0	1
EX_abt_D[e]	0	0	0	1
EX_acac[e]	0	0	0	1
EX_acetone[e]	0	0	0	1
EX_acgal[e]	0	0	0	1
EX_aclys[e]	0	0	0	1
EX_acnacngal14acglcgalgluside_hs[e]	0	0	0	1
EX_acngalacglcgal14acglcgalgluside_hs[e]	0	0	0	1
EX_adp[e]	0	0	0	1
EX_adpac[e]	0	0	0	1
EX_ahcys[e]	0	0	0	1
EX_ahdt[e]	0	0	0	1
EX_akg[e]	0	0	0	1
EX_ala_D[e]	0	0	0	1
EX_ala_L[e]	0	0	0	1
EX_alaargcys[e]	0	0	0	1
EX_alaarggly[e]	0	0	0	1
EX_alaasnleu[e]	0	0	0	1
EX_alaglylys[e]	0	0	0	1
EX_alahisala[e]	0	0	0	1
EX_alalysthr[e]	0	0	0	1
EX_aldstrn[e]	0	0	0	1
EX_alltn[e]	0	0	0	1
EX_amet[e]	0	0	0	1
EX_anth[e]	0	0	0	1
EX_aqcobal[e]	0	0	0	1
EX_arab_L[e]	0	0	0	1
EX_aracheth[e]	0	0	0	1
EX_arg_L[e]	0	0	0	1
EX_argalaala[e]	0	0	0	1
EX_argalaphe[e]	0	0	0	1
EX_argalathr[e]	0	0	0	1
EX_argarg[e]	0	0	0	1
EX_argarglys[e]	0	0	0	1
EX_argargmet[e]	0	0	0	1
EX_argcysgly[e]	0	0	0	1
EX_argcysser[e]	0	0	0	1
EX_arggluglu[e]	0	0	0	1
EX_argglupro[e]	0	0	0	1
EX_argglygly[e]	0	0	0	1
EX_arghisthr[e]	0	0	0	1
EX_argleuphe[e]	0	0	0	1
EX_arglysasp[e]	0	0	0	1
EX_argphearg[e]	0	0	0	1
EX_argpromet[e]	0	0	0	1
EX_argprothr[e]	0	0	0	1
EX_argserser[e]	0	0	0	1
EX_argtyrval[e]	0	0	0	1
EX_argvalcys[e]	0	0	0	1
EX_argvaltrp[e]	0	0	0	1
EX_asn_L[e]	0	0	0	1
EX_asnasnarg[e]	0	0	0	1
EX_asnmetpro[e]	0	0	0	1
EX_asnpheasp[e]	0	0	0	1
EX_asnphecys[e]	0	0	0	1
EX_asntyrgly[e]	0	0	0	1
EX_asntyrphe[e]	0	0	0	1
EX_asntyrthr[e]	0	0	0	1
EX_aspalaarg[e]	0	0	0	1
EX_aspasnglu[e]	0	0	0	1
EX_aspglu[e]	0	0	0	1
EX_aspglutrp[e]	0	0	0	1
EX_asphiscys[e]	0	0	0	1
EX_asphispro[e]	0	0	0	1
EX_asplysglu[e]	0	0	0	1
EX_asplyshis[e]	0	0	0	1
EX_aspmetasp[e]	0	0	0	1
EX_aspprolys[e]	0	0	0	1
EX_aspvalasn[e]	0	0	0	1
EX_atp[e]	0	0	0	1
EX_avite1[e]	0	0	0	1
EX_bhb[e]	0	0	0	1
EX_bilglcur[e]	0	0	0	1
EX_bilirub[e]	0	0	0	1
EX_but[e]	0	0	0	1
EX_C01601[e]	0	0	0	1
EX_C02470[e]	0	0	0	1
EX_C04849[e]	0	0	0	1
EX_C09642[e]	0	0	0	1
EX_c16dc[e]	0	0	0	1
EX_ca2[e]	0	0	0	1
EX_cbasp[e]	0	0	0	1
EX_cdp[e]	0	0	0	1
EX_CE0074[e]	0	0	0	1
EX_CE0737[e]	0	0	0	1
EX_CE1243[e]	0	0	0	1
EX_CE1273[e]	0	0	0	1
EX_CE1401[e]	0	0	0	1
EX_CE1557[e]	0	0	0	1
EX_CE1925[e]	0	0	0	1
EX_CE1926[e]	0	0	0	1
EX_CE2172[e]	0	0	0	1
EX_CE2510[e]	0	0	0	1
EX_CE2838[e]	0	0	0	1
EX_CE2839[e]	0	0	0	1
EX_CE2915[e]	0	0	0	1
EX_CE2916[e]	0	0	0	1
EX_CE2917[e]	0	0	0	1
EX_CE4722[e]	0	0	0	1
EX_CE4723[e]	0	0	0	1
EX_CE4724[e]	0	0	0	1
EX_CE5025[e]	0	0	0	1
EX_CE5629[e]	0	0	0	1
EX_CE5786[e]	0	0	0	1
EX_CE5787[e]	0	0	0	1
EX_CE5788[e]	0	0	0	1
EX_CE5789[e]	0	0	0	1
EX_CE5791[e]	0	0	0	1
EX_CE5797[e]	0	0	0	1
EX_CE5798[e]	0	0	0	1
EX_CE5853[e]	0	0	0	1
EX_CE5854[e]	0	0	0	1
EX_CE5867[e]	0	0	0	1
EX_CE5868[e]	0	0	0	1
EX_CE5869[e]	0	0	0	1
EX_chsterol[e]	0	0	0	1
EX_chsterols[e]	0	0	0	1
