SYMBOL	ENTREZID	Ctrl.1	Ctrl.2	Ctrl.3	Ctrl.4	Ctrl.5	Ctrl.6	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
MICALL2	79778	7.54204	5.8022	6.82977	7.30986	5.57291	4.21643	NA	NA	NA	NA
MICU1	10367	36.5016	44.645	32.4987	34.8048	31.1026	37.9488	NA	NA	NA	NA
MICU2	221154	46.9789	44.3087	40.1697	38.2259	41.5498	45.8814	NA	NA	NA	NA
MICU3	286097	10.1906	7.54547	16.4469	20.059	15.264	16.4209	NA	NA	NA	NA
MID1	4281	5.66634	9.15017	9.78132	11.8662	8.76431	8.112	cerebral-cortex	glial-cells	Medium	Approved
MID1IP1	58526	21.3723	21.5565	18.5741	17.2231	21.6198	18.5883	NA	NA	NA	NA
MID1IP1-AS1	100874211	15.7994	9.57715	5.92768	7.01695	10.3618	9.81763	NA	NA	NA	NA
MID2	11043	2.31125	3.019	2.92261	4.34212	2.3067	1.70858	NA	NA	NA	NA
MIDN	90007	12.5415	9.1529	11.1505	18.4922	8.3928	11.4814	NA	NA	NA	NA
MIEF1	54471	13.3538	12.3338	15.2633	12.6718	12.3274	15.0906	NA	NA	NA	NA
MIEF2	125170	13.0893	8.54773	8.72849	7.58784	9.43928	9.25562	NA	NA	NA	NA
MIEN1	84299	28.3356	27.4111	22.1975	20.9046	22.5881	20.9393	NA	NA	NA	NA
MIER1	57708	26.7642	24.7687	23.2726	24.9772	24.317	28.4226	NA	NA	NA	NA
MIER2	54531	3.24317	3.02424	5.09112	5.46526	3.60306	5.3318	NA	NA	NA	NA
MIER3	166968	34.2202	31.9542	24.7258	27.8637	24.0761	30.8453	NA	NA	NA	NA
MIF	4282	375.277	317.809	324.986	281.194	412.444	418.96	cerebral-cortex	glial-cells	Low	Approved
MIF4GD	57409	11.042	11.1445	12.2615	10.7417	16.2701	10.4329	NA	NA	NA	NA
MIIP	60672	30.284	28.8182	28.3908	18.4551	33.335	31.1335	NA	NA	NA	NA
MINK1	50488	8.36047	7.56716	11.162	9.23278	8.301	10.0627	NA	NA	NA	NA
MINPP1	9562	10.3214	8.58128	8.19832	8.4423	8.474	10.8881	cerebral-cortex	glial-cells	Low	Approved
MIOS	54468	21.5328	21.8112	20.6607	22.7904	23.3126	16.4065	NA	NA	NA	NA
MIP	4284	0.543384	0.42695	0.835308	0.367324	0.134443	0.177652	NA	NA	NA	NA
MIPEP	4285	9.01278	7.32763	7.70532	5.61836	7.30981	9.1512	cerebral-cortex	glial-cells	Low	Approved
MIPEPP3	650794	10.1835	6.64104	8.40474	5.1571	5.9758	11.3784	NA	NA	NA	NA
MIPOL1	145282	10.4553	5.86451	5.98604	6.58067	6.14592	5.14945	NA	NA	NA	NA
MIR1-2	406905	0.797681	1.34419	3.05542	3.04583	0.871034	1.56109	NA	NA	NA	NA
MIR1181	100302213	95.0767	71.4599	96.0993	64.8695	47.1119	83.4096	NA	NA	NA	NA
MIR1255B1	100313806	0.326354	0.426644	0.819171	1.16948	0.18996	0.913448	NA	NA	NA	NA
MIR1289-1	100302125	0	10.4416	9.77957	10.8005	14.5274	11.5629	NA	NA	NA	NA
MIR137HG	400765	0.19422	0.570412	0.231645	1.26953	0.552801	6.20966	NA	NA	NA	NA
MIR1539	100302257	0.177291	1.01999	0.789799	1.00596	0.68998	0.721329	NA	NA	NA	NA
MIR155HG	114614	0.285755	0.298875	0.594844	0.656942	0.207914	0.330973	NA	NA	NA	NA
MIR17HG	407975	50.3514	4.48925	12.287	22.3527	3.08608	3.85886	NA	NA	NA	NA
MIR181A1HG	100131234	4.9007	4.83503	9.29441	10.9687	4.92955	12.6427	NA	NA	NA	NA
MIR181A2HG	100379345	1.01188	2.57025	2.86752	3.28416	2.27182	3.18115	NA	NA	NA	NA
MIR181B2	406956	0	35.3548	0	82.2829	0	0	NA	NA	NA	NA
MIR210HG	100506211	2.91511	2.20954	3.0063	5.67119	2.57201	1.65164	NA	NA	NA	NA
MIR212	406994	16.6169	0	0	0	0	19.2464	NA	NA	NA	NA
MIR22HG	84981	5.62747	4.33525	4.77388	5.14993	5.18635	5.23653	NA	NA	NA	NA
MIR24-2	407013	0.508286	0.90819	0.71576	0.927955	0.499266	0.588719	NA	NA	NA	NA
MIR25	407014	81.9792	107.202	120.46	99.8313	161.085	0	NA	NA	NA	NA
MIR27B	407019	25.354	13.259	0	20.5725	11.0699	0	NA	NA	NA	NA
MIR296	407022	0.169573	0.443397	0.124586	1.51351	0.222085	0.491017	NA	NA	NA	NA
MIR302B	442894	0.552964	1.64679	0.581695	0.594595	1.03417	1.22413	NA	NA	NA	NA
MIR31HG	554202	0.612413	0	0.550786	1.38414E-05	0.160428	0.141875	NA	NA	NA	NA
MIR320B2	100313769	0	4.02608	0	6.24448	0	0	NA	NA	NA	NA
MIR3654	100500804	0.934449	0.595804	0.683609	0.79793	0.683014	1.09315	NA	NA	NA	NA
MIR3665	100500861	31.6984	120.462	59.6225	86.7945	24.1157	0	NA	NA	NA	NA
MIR378D2	100616169	0.890943	0.559031	0.589038	1.08422	1.47779	0.670659	NA	NA	NA	NA
MIR3936	100500865	16.6169	26.0734	0	13.4832	0	19.2464	NA	NA	NA	NA
MIR421	693122	39.4043	0	0	127.892	34.405	45.6396	NA	NA	NA	NA
MIR4426	100616345	11.0666	12.89	11.0872	6.73453	16.7994	15.294	NA	NA	NA	NA
MIR4453	100616193	4.33672	4.04984	2.18825	2.59072	1.73709	2.20782	NA	NA	NA	NA
MIR4458HG	100505738	2.89489	2.37828	2.65364	0.99753	1.51118	2.02981	NA	NA	NA	NA
MIR4500HG	642345	0.208575	0.82434	0.550137	0.507677	0.932526	0.570861	NA	NA	NA	NA
MIR454	768216	0	7.48548	10.5075	34.847	18.7293	33.1413	NA	NA	NA	NA
MIR4712	100616396	0	0	32.6329	36.0395	0	25.7268	NA	NA	NA	NA
MIR497HG	100506755	2.96561	1.44576	12.6194	0.640385	1.32751	1.18051	NA	NA	NA	NA
MIR503HG	84848	0.533926	1.61007	1.84733	0.104171	1.23248	1.15138	NA	NA	NA	NA
MIR5188	100847004	0	0	11.17	24.6335	13.2603	8.78956	NA	NA	NA	NA
MIR570	693155	0	26.518	37.2553	20.5722	0	29.366	NA	NA	NA	NA
MIR600HG	81571	1.19815	1.74104	25.899	3.48382	1.82095	1.76294	NA	NA	NA	NA
MIR621	693206	26.2487	54.9077	57.855	21.2982	22.9181	0	NA	NA	NA	NA
MIR636	693221	29.0058	0	9.23727	0	18.0387	37.5373	NA	NA	NA	NA
MIR648	693233	28.1807	14.7336	82.7706	68.5558	0	0	NA	NA	NA	NA
MIR663A	724033	31.2308	3.09138	66.7667	11.4776	3.69017	18.601	NA	NA	NA	NA
MIR7-1	407043	0	0	33.6902	68.8147	26.4019	70.7389	NA	NA	NA	NA
MIR7-3HG	284424	0.653364	1.46569	0.315222	3.2	0.752249	1.92138	NA	NA	NA	NA
MIR9-1	407046	70.7078	18.4888	38.9646	43.0305	0	10.2371	NA	NA	NA	NA
MIR922	100126321	12.6147	57.196	84.8091	94.923	22.5397	0	NA	NA	NA	NA
MIR940	100126328	8.31166	6.61647	4.80652	10.1305	9.21152	4.53497	NA	NA	NA	NA
MIS12	79003	18.1658	22.7813	18.3219	16.9854	19.8091	18.0064	cerebral-cortex	glial-cells	Medium	Approved
MIS18A	54069	11.5446	9.56906	9.83422	7.14778	8.54442	14.4697	NA	NA	NA	NA
MIS18A-AS1	100874202	0.703905	0.30676	1.20671	0.761533	0.307295	1.08706	NA	NA	NA	NA
MIS18BP1	55320	24.0218	35.2605	26.2967	35.0895	23.2629	33.4288	cerebral-cortex	glial-cells	Medium	Approved
MITD1	129531	61.5157	54.5825	43.562	48.6104	48.9789	50.4536	cerebral-cortex	glial-cells	Medium	Approved
MITF	4286	1.4803	1.43092	4.26924	4.81971	2.37214	1.88814	NA	NA	NA	NA
MIXL1	83881	0	0.358286	0.0542697	0.185662	0.0503887	0.254205	NA	NA	NA	NA
MKI67	4288	7.02743	11.0644	20.0403	21.8545	8.50214	14.2234	NA	NA	NA	NA
MKKS	8195	12.3719	13.6031	9.75077	11.9892	14.3562	10.8395	cerebral-cortex	glial-cells	High	Enhanced
MKLN1	4289	33.0287	31.6174	29.8718	33.7633	25.4621	31.5629	cerebral-cortex	glial-cells	Low	Approved
MKLN1-AS	100506881	4.70089	3.05324	2.15063	3.8234	2.75995	3.04982	NA	NA	NA	NA
MKNK1	8569	8.79442	8.68785	9.84924	13.7172	9.93728	8.75009	cerebral-cortex	glial-cells	Medium	Approved
MKNK1-AS1	100507423	0.152579	0.108689	0.180908	0.347831	0.0918782	0.154752	NA	NA	NA	NA
MKNK2	2872	28.9703	33.5995	25.0749	27.5894	27.6058	19.0922	cerebral-cortex	glial-cells	Medium	Supported
MKRN1	23608	129.15	106.166	96.0537	112.285	119.887	111.962	NA	NA	NA	NA
MKRN2	23609	14.2633	12.919	13.2895	14.0846	13.2316	12.7691	NA	NA	NA	NA
MKRN3	7681	8.52924	8.5347	9.48415	21.2363	7.86095	7.69239	NA	NA	NA	NA
MKRN4P	7682	0.55524	0.475145	0.370852	0.368609	0.26443	0.14616	NA	NA	NA	NA
MKRN5P	7683	0.421036	0.302753	1.89469	2.64763	0.94201	2.62119	NA	NA	NA	NA
MKRN7P	7686	1.30392	0.920558	1.3412	2.53921	1.85002	1.62353	NA	NA	NA	NA
MKRN9P	400058	0.373123	0.529631	0.352459	0.346003	0.605019	0.524774	NA	NA	NA	NA
MKS1	54903	18.5887	19.3693	17.8125	13.6302	19.6163	16.0978	NA	NA	NA	NA
MKX	283078	1.87835	6.06397	1.90756	1.63146	3.19433	4.75202	NA	NA	NA	NA
MLANA	2315	0.203768	0.437301	1.99635	0.590289	0.262318	2.0229	NA	NA	NA	NA
MLC1	23209	192.438	126.783	262.884	201.344	217.371	156.362	NA	NA	NA	NA
MLEC	9761	128.19	111.177	110.615	112.306	118.052	102.881	NA	NA	NA	NA
MLF1	4291	69.8994	39.5205	38.4675	40.9794	64.3898	61.4081	NA	NA	NA	NA
MLF2	8079	83.2529	85.788	76.4388	76.3466	84.5731	83.038	cerebral-cortex	glial-cells	Medium	Enhanced
MLH1	4292	123.48	115.228	103.155	104.519	86.6802	100.922	cerebral-cortex	glial-cells	Medium	Supported
MLH3	27030	10.4708	9.88236	8.91906	10.7726	8.24043	10.8289	NA	NA	NA	NA
MLIP	90523	15.249	1.6126	10.9424	5.07513	9.59132	9.86817	NA	NA	NA	NA
MLIP-AS1	100873951	0.547851	0.0854128	0.452888	0.499646	0.34485	0.839121	NA	NA	NA	NA
MLLT1	4298	55.2638	29.6816	49.695	56.4499	45.7638	51.2888	cerebral-cortex	glial-cells	Medium	Approved
MLLT10	8028	13.7859	19.0209	14.2651	23.6277	12.5149	21.6348	NA	NA	NA	NA
MLLT11	10962	27.25	30.7491	23.307	27.2714	27.0136	41.6966	NA	NA	NA	NA
MLLT3	4300	11.5786	9.64839	5.61134	10.5298	14.7561	14.4033	cerebral-cortex	glial-cells	Low	Approved
MLLT6	4302	11.439	20.2031	15.4663	26.3024	18.9097	14.8524	cerebral-cortex	glial-cells	Medium	Approved
MLST8	64223	40.9329	39.7218	40.0634	31.6949	36.5785	31.6291	cerebral-cortex	glial-cells	Medium	Approved
MLX	6945	19.8608	18.417	19.3678	15.5077	15.7585	16.6952	cerebral-cortex	glial-cells	Medium	Approved
MLXIP	22877	4.46588	4.60733	5.80874	11.2394	2.66455	3.61967	NA	NA	NA	NA
MLYCD	23417	6.58358	5.15872	5.69805	5.12918	6.25312	5.19791	NA	NA	NA	NA
MMAA	166785	6.69669	4.95315	4.80056	3.10284	4.54246	6.38219	cerebral-cortex	glial-cells	Low	Approved
MMAB	326625	28.3928	31.0376	20.8438	20.5312	24.9521	19.1482	cerebral-cortex	glial-cells	Medium	Approved
MMACHC	25974	4.19975	3.79757	3.85832	2.41132	3.51931	2.99617	NA	NA	NA	NA
MMADHC	27249	26.7737	22.1367	17.8506	22.1577	21.3141	25.6455	cerebral-cortex	glial-cells	High	Supported
MMD	23531	15.1284	16.9502	13.107	12.1892	13.3249	14.7994	NA	NA	NA	NA
MME	4311	0.0122901	2.24922	0.370869	0.0199453	0.694354	1.20049	NA	NA	NA	NA
MMEL1	79258	0.431628	1.75195	0.779797	2.12047	1.16029	0.350023	NA	NA	NA	NA
MMP11	4320	3.31214	4.03089	4.96535	4.97434	2.64609	3.1821	NA	NA	NA	NA
MMP14	4323	89.0549	99.8057	89.9014	62.9648	103.603	75.846	NA	NA	NA	NA
MMP15	4324	13.9761	14.6099	23.7249	30.6427	29.706	18.0579	NA	NA	NA	NA
MMP16	4325	22.587	35.3013	22.1582	29.1727	23.4708	18.0492	NA	NA	NA	NA
MMP17	4326	29.0519	30.4492	9.64074	5.07309	6.3633	18.8454	NA	NA	NA	NA
MMP19	4327	1.29452	2.31357	1.33692	1.92302	2.78831	2.09355	NA	NA	NA	NA
MMP2	4313	4.85582	14.7204	11.0537	13.3032	15.9741	10.2886	NA	NA	NA	NA
MMP23B	8510	0.20262	0.0981749	0.137931	0	0.429216	0	NA	NA	NA	NA
MMP24	10893	0.83241	1.3299	1.24323	1.95344	0.908271	1.56733	NA	NA	NA	NA
MMP25	64386	0.0923618	0.352198	0.59211	1.13148	0.450981	0.405847	NA	NA	NA	NA
MMRN1	22915	0	0.666211	0.0484102	6.44967	0.479423	0.0763113	NA	NA	NA	NA
MMRN2	79812	2.07545	2.29918	0.776529	1.3333	0.508096	3.36325	NA	NA	NA	NA
MMS19	64210	65.018	52.2445	54.1884	44.0903	48.4041	41.233	cerebral-cortex	glial-cells	Low	Approved
MMS22L	253714	6.80346	9.12462	9.86662	12.1153	4.6216	11.3359	NA	NA	NA	NA
MN1	4330	0.643142	1.97243	1.74415	3.06597	1.08353	3.53919	cerebral-cortex	glial-cells	Medium	Approved
MNAT1	4331	50.4887	48.4108	34.9069	57.9965	41.8699	42.826	cerebral-cortex	glial-cells	Low	Approved
MND1	84057	7.1219	9.99822	7.26104	9.38958	7.03368	10.0687	NA	NA	NA	NA
MNS1	55329	5.48301	5.18249	4.58987	5.07823	3.10329	3.59812	NA	NA	NA	NA
MNT	4335	4.54372	5.7798	6.08308	5.69516	4.13894	4.27248	NA	NA	NA	NA
MOAP1	64112	16.8541	17.1572	14.6603	16.5471	15.3583	13.1596	NA	NA	NA	NA
MOB1A	55233	37.8326	40.131	31.8551	32.9232	35.3092	37.512	NA	NA	NA	NA
MOB1B	92597	20.0545	14.6558	25.263	23.1507	20.0488	24.4506	NA	NA	NA	NA
MOB2	81532	18.3877	14.5479	14.1404	15.3617	15.9876	14.7127	NA	NA	NA	NA
MOB3A	126308	10.3298	8.36066	11.2294	12.5803	10.4088	11.5757	NA	NA	NA	NA
MOB3B	79817	1.53429	2.63555	5.91023	5.54147	2.38061	1.46856	NA	NA	NA	NA
MOB3C	148932	1.25613	1.34453	1.43969	2.43732	2.14548	1.02677	NA	NA	NA	NA
MOB4	25843	11.2553	13.974	15.6907	12.985	12.6587	14.0145	cerebral-cortex	glial-cells	Medium	Approved
MOCOS	55034	0.5754	0.30097	0.6307	0.233625	1.38224	0.660466	NA	NA	NA	NA
MOCS1	4337	4.69481	5.67151	4.45488	3.7252	5.72467	3.39705	NA	NA	NA	NA
MOCS2	4338	33.4783	35.7968	31.3555	23.2291	32.1339	23.4272	cerebral-cortex	glial-cells	Medium	Approved
MOCS3	27304	4.13278	4.70847	5.01002	4.59888	4.66514	4.42776	NA	NA	NA	NA
MOGS	7841	22.3009	14.2784	20.1328	17.6374	17.8432	15.0795	cerebral-cortex	glial-cells	Low	Approved
MOK	5891	49.4686	32.674	48.1048	52.5824	41.7294	42.5106	NA	NA	NA	NA
MON1A	84315	13.7642	12.6204	6.93164	9.62724	9.84797	10.5	NA	NA	NA	NA
MON1B	22879	16.706	16.261	16.7202	10.4106	12.1171	10.2785	NA	NA	NA	NA
MON2	23041	13.0287	18.9312	24.0366	24.1043	17.6653	22.7407	NA	NA	NA	NA
MORC2	22880	12.936	14.5619	17.0065	22.6385	12.8735	14.8251	cerebral-cortex	glial-cells	Low	Enhanced
MORC2-AS1	150291	0.337429	0.616745	1.54384	3.19712	0.920022	2.35893	NA	NA	NA	NA
MORC3	23515	36.4835	35.7564	38.0136	37.2962	37.0812	30.5502	cerebral-cortex	glial-cells	Medium	Approved
MORC4	79710	6.60082	8.35119	5.77789	6.69656	6.85612	3.83985	NA	NA	NA	NA
MORF4	10934	0.692311	0.533737	0.381539	0.533816	0.459503	0.603328	NA	NA	NA	NA
MORF4L1	10933	396.134	376.064	359.092	333.4	367.858	339.613	NA	NA	NA	NA
MORF4L1P1	326591	86.9881	79.8822	79.8243	77.8523	76.7861	71.1823	NA	NA	NA	NA
MORF4L2	9643	281.396	237.462	171.473	183.821	254.105	213.171	cerebral-cortex	glial-cells	High	Supported
MORF4L2-AS1	340544	0.106117	0.166437	0.129844	0.200758	0.12351	0.266187	NA	NA	NA	NA
MORN1	79906	11.3013	9.51381	10.027	7.96268	8.05906	9.6928	NA	NA	NA	NA
MORN2	729967	63.4552	48.0027	41.1888	43.3443	62.4774	54.1845	NA	NA	NA	NA
MORN3	283385	1.17936	0.228353	1.83987	1.42926	2.10196	1.45554	NA	NA	NA	NA
MORN4	118812	6.7786	5.75689	5.5064	5.74315	6.70135	6.52059	NA	NA	NA	NA
MORN5	254956	7.87993	2.04892	3.47348	4.3161	6.73798	4.25908	NA	NA	NA	NA
MOSPD1	56180	7.99993	10.6481	6.36801	10.5369	9.79796	9.33755	cerebral-cortex	glial-cells	Medium	Approved
MOSPD2	158747	8.40961	9.18779	8.0212	9.28088	9.97426	8.22556	NA	NA	NA	NA
MOSPD3	64598	9.78201	9.22945	10.02	9.53717	9.33764	7.05508	NA	NA	NA	NA
MOV10	4343	10.0223	12.6495	17.5567	19.7181	11.1096	10.0285	NA	NA	NA	NA
MOV10L1	54456	0	0.0473456	0.124541	0.182679	0.760874	0.202973	NA	NA	NA	NA
MOXD1	26002	0.358688	5.04643	4.94468	13.4612	2.05972	0.989577	NA	NA	NA	NA
MPC1	51660	44.7371	43.3438	85.3473	63.4489	118.268	44.7223	cerebral-cortex	glial-cells	Medium	Enhanced
MPC2	25874	21.7368	25.7864	18.0158	22.0847	23.4334	27.478	NA	NA	NA	NA
MPDU1	9526	76.2839	65.4798	66.9667	60.7685	59.5346	71.7245	NA	NA	NA	NA
MPDZ	8777	92.268	102.644	81.1866	113.037	105.163	73.8511	NA	NA	NA	NA
MPEG1	219972	0	0.032862	0.138504	0.20395	0.0891755	0.0909782	cerebral-cortex	glial-cells	Medium	Approved
MPG	4350	24.0383	22.789	28.9605	26.9272	34.6045	24.0608	cerebral-cortex	glial-cells	Medium	Approved
MPHOSPH10	10199	21.2727	24.2649	19.6059	20.1906	27.0486	19.6528	cerebral-cortex	glial-cells	Medium	Enhanced
MPHOSPH6	10200	42.36	27.6735	63.5146	40.7722	43.3532	28.0023	cerebral-cortex	glial-cells	Low	Approved
MPHOSPH8	54737	20.4103	22.3316	19.6758	18.6338	16.2823	15.2403	cerebral-cortex	glial-cells	High	Enhanced
MPHOSPH9	10198	39.0468	58.6353	45.1479	59.1951	41.3563	54.4335	cerebral-cortex	glial-cells	Low	Approved
MPI	4351	27.1044	27.0416	21.6757	19.6349	26.5849	22.3423	cerebral-cortex	glial-cells	Low	Approved
MPLKIP	136647	2.06109	1.74044	1.85257	2.11399	1.69829	2.24307	NA	NA	NA	NA
MPND	84954	16.9051	15.6103	15.4164	17.5356	17.7934	16.3163	NA	NA	NA	NA
MPP2	4355	7.48203	6.31854	7.10502	5.27242	7.09109	6.54029	NA	NA	NA	NA
MPP3	4356	2.14186	2.89329	4.28766	5.69564	3.07308	3.30612	NA	NA	NA	NA
MPP4	58538	0.0325107	0.205177	0.287945	0.259155	0.0310267	0.207377	NA	NA	NA	NA
MPP5	64398	22.1298	21.8202	23.7372	24.2334	18.8234	22.7361	NA	NA	NA	NA
MPP6	51678	47.2519	44.0192	40.4724	39.9505	58.7146	61.34	NA	NA	NA	NA
MPP7	143098	0.622418	0.704091	1.42982	2.18521	0.534488	0.563032	cerebral-cortex	glial-cells	Low	Enhanced
MPPE1	65258	16.5292	18.3997	22.3329	18.4793	20.6105	15.7923	NA	NA	NA	NA
MPPED1	758	0.524747	0.343838	0.410106	0.927131	0.665459	2.81909	NA	NA	NA	NA
MPPED2	744	41.8388	39.3823	36.2961	54.9337	32.2021	41.3277	NA	NA	NA	NA
MPRIP	23164	142.538	157.399	103.462	148.821	104.841	150.167	cerebral-cortex	glial-cells	Low	Enhanced
MPRIP-AS1	100874529	0.311006	0.487924	0.9711	0.820132	0.305482	0.675402	NA	NA	NA	NA
MPRIPP1	100421374	1.57575	1.49113	1.76412	1.58298	1.6379	2.3031	NA	NA	NA	NA
MPST	4357	41.274	41.8465	34.992	31.1383	39.48	26.1928	cerebral-cortex	glial-cells	Low	Enhanced
MPV17	4358	62.8507	54.9823	47.572	42.7788	48.1461	62.8611	NA	NA	NA	NA
MPV17L	255027	0.023714	0.572255	0.182939	0.821425	0.785262	0.343344	NA	NA	NA	NA
MPV17L2	84769	8.09969	7.71269	8.57091	6.40424	7.62144	7.61419	NA	NA	NA	NA
MPZ	4359	0.779441	0.784399	1.21841	2.06419	1.49601	1.0534	NA	NA	NA	NA
MPZL1	9019	62.5315	62.6811	52.0882	59.3372	62.3361	71.7514	cerebral-cortex	glial-cells	Medium	Approved
MPZL3	196264	0.285203	0.149448	0.331982	0.641151	0.748044	0.228995	NA	NA	NA	NA
MR1	3140	0.314849	0.189113	0.289512	0.388639	0.781742	0.40957	NA	NA	NA	NA
MRAP2	112609	0	0.0892495	0.125387	0.0553906	0.17881	0.138369	NA	NA	NA	NA
MRAS	22808	40.0777	35.3961	28.7575	20.1313	35.4665	30.085	cerebral-cortex	glial-cells	Medium	Approved
MRC2	9902	313.774	238.486	168.983	172.734	196.049	207.526	NA	NA	NA	NA
MREG	55686	5.53104	5.81028	4.17728	4.29338	6.77494	4.40726	NA	NA	NA	NA
MRFAP1	93621	157.454	159.204	145.222	125.724	163.517	145.037	cerebral-cortex	glial-cells	Low	Approved
MRFAP1L1	114932	68.0728	64.9526	58.4641	58.9168	64.8719	64.8367	NA	NA	NA	NA
MRGBP	55257	12.9542	11.9707	9.65396	11.9804	12.0605	10.9976	NA	NA	NA	NA
MRI1	84245	0.881337	3.02555	7.61214	5.13388	12.8672	9.51916	cerebral-cortex	glial-cells	High	Approved
MRO	83876	0.44672	0.371341	0.255497	0.332028	1.02267	0.650772	NA	NA	NA	NA
MROH1	727957	0.984856	1.10592	2.31467	2.86942	2.73449	1.12558	cerebral-cortex	glial-cells	Medium	Approved
MROH6	642475	2.02097	1.41335	2.34227	2.36404	1.76226	2.01811	NA	NA	NA	NA
MROH8	140699	2.78353	2.45823	5.09042	3.66649	3.27691	5.08346	NA	NA	NA	NA
MRPL1	65008	42.7095	37.4054	25.5975	25.9604	35.7273	32.7516	NA	NA	NA	NA
MRPL10	124995	28.3939	24.5867	28.836	20.2702	26.7024	21.593	NA	NA	NA	NA
MRPL11	65003	50.4024	48.3111	38.0556	30.742	39.6009	38.4759	NA	NA	NA	NA
MRPL12	6182	7.73481	8.00567	9.41213	5.8838	7.59443	7.04572	cerebral-cortex	glial-cells	Medium	Supported
MRPL13	28998	19.0859	18.6226	12.5632	14.1645	18.9135	19.9953	NA	NA	NA	NA
MRPL14	64928	21.7992	22.0154	16.7292	15.2531	20.9596	20.4443	NA	NA	NA	NA
MRPL15	29088	34.111	32.9352	24.6538	22.8991	24.1792	23.7939	NA	NA	NA	NA
MRPL16	54948	22.0234	22.3466	17.8368	16.8429	17.5243	14.201	cerebral-cortex	glial-cells	Medium	Supported
MRPL17	63875	47.466	49.9643	39.3624	46.1005	41.7487	40.0997	NA	NA	NA	NA
MRPL18	29074	41.7234	40.8675	32.9921	30.3053	37.5298	36.0395	cerebral-cortex	glial-cells	Low	Enhanced
MRPL19	9801	22.6604	25.4723	24.2322	25.7266	26.446	26.9474	NA	NA	NA	NA
MRPL2	51069	18.0338	16.2417	20.042	15.6027	17.9016	18.7969	cerebral-cortex	glial-cells	Medium	Approved
MRPL20	55052	87.275	106.602	90.9516	80.6984	103.013	80.4063	NA	NA	NA	NA
MRPL21	219927	34.7403	33.0982	27.5375	27.9339	47.0161	44.1684	NA	NA	NA	NA
MRPL22	29093	47.4733	42.4954	35.3216	36.4875	43.6552	42.4767	NA	NA	NA	NA
MRPL22P1	359738	0	0.251958	0.118012	0	0	0.186021	NA	NA	NA	NA
MRPL23	6150	66.167	58.7079	63.1596	57.2957	79.6956	78.5459	cerebral-cortex	glial-cells	Medium	Approved
MRPL24	79590	31.0592	33.2516	24.3373	22.4267	30.5993	35.5161	cerebral-cortex	glial-cells	Low	Approved
MRPL27	51264	52.2504	48.5542	39.6171	37.9894	51.5964	41.9748	NA	NA	NA	NA
MRPL28	10573	65.3535	58.9074	53.9175	43.9219	64.1239	55.3689	cerebral-cortex	glial-cells	Low	Supported
MRPL3	11222	54.939	57.2566	42.4952	51.6314	55.508	55.6468	NA	NA	NA	NA
MRPL32	64983	33.6365	35.5528	25.9753	28.5798	33.1543	29.0867	NA	NA	NA	NA
MRPL33	9553	63.8148	53.1844	42.5049	49.0452	56.8908	53.9627	cerebral-cortex	glial-cells	Low	Approved
MRPL34	64981	24.8647	25.6252	26.0678	22.4433	23.5616	20.9164	NA	NA	NA	NA
MRPL35	51318	31.5152	27.6309	20.612	22.7175	25.923	31.0913	NA	NA	NA	NA
MRPL35P1	359742	0.179632	0.375759	0.395929	0.437261	0.392098	0.520167	NA	NA	NA	NA
MRPL35P3	359744	0.460929	1.25726	1.19874	0.342366	0.432538	0.472434	NA	NA	NA	NA
MRPL36	64979	37.5147	37.0826	26.9481	23.5923	33.0218	28.7926	NA	NA	NA	NA
MRPL37	51253	25.9273	25.2916	24.1641	20.2114	25.34	24.343	cerebral-cortex	glial-cells	Low	Supported
MRPL37P1	100420950	0.0586529	0.276056	0.387833	0.428322	0.0256063	0.47554	NA	NA	NA	NA
MRPL38	64978	45.5821	50.0564	31.9802	33.1393	48.0507	37.5053	NA	NA	NA	NA
MRPL39	54148	18.7106	24.2219	19.4745	19.3906	26.5497	20.5595	NA	NA	NA	NA
MRPL3P1	359739	0.880953	1.8428	1.64752	1.03972	1.29361	0.927598	NA	NA	NA	NA
MRPL4	51073	14.6246	15.0924	14.9881	12.6154	14.4486	14.1219	cerebral-cortex	glial-cells	Low	Approved
MRPL40	64976	24.6164	23.9118	19.7389	19.2648	22.721	17.8573	NA	NA	NA	NA
MRPL40P1	645328	0.330728	0.259435	0.485975	0.536707	0.216573	0.47883	NA	NA	NA	NA
MRPL41	64975	24.8058	17.7672	16.2871	14.879	20.2875	16.1476	cerebral-cortex	glial-cells	Medium	Supported
MRPL42	28977	47.0618	52.1071	44.6845	43.9549	41.7884	50.0353	cerebral-cortex	glial-cells	Medium	Approved
MRPL43	84545	61.7406	52.7836	50.8097	49.491	53.6386	48.4035	NA	NA	NA	NA
MRPL44	65080	20.0702	19.5953	16.2329	16.914	21.6789	22.5478	cerebral-cortex	glial-cells	Low	Approved
MRPL45P2	653479	2.33698	2.53801	6.86294	5.1675	2.74522	4.98423	NA	NA	NA	NA
MRPL46	26589	12.6968	14.1404	12.1158	12.7076	13.216	11.6059	NA	NA	NA	NA
MRPL47	57129	27.7758	24.014	25.9174	19.6714	25.3653	25.4432	cerebral-cortex	glial-cells	Medium	Approved
MRPL48	51642	51.0825	31.8166	31.326	30.3138	31.5829	39.0946	cerebral-cortex	glial-cells	Medium	Approved
