rxnList	subSystem	GPR	fluxspan_a	fluxspan_b	FluxSpanRatio	direction	localization	rxnFormula
PYDXPP	Vitamin B6 metabolism	57026.1	758.265651438241	487.593744882922	1.55511767613079	L	[c]	h2o[c] + pydx5p[c]  -> pi[c] + pydx[c] 
PYNP2r	Pyrimidine catabolism	7378.2 or 151531.1 or 7378.1	1648.30600494224	1025.18748976584	1.60780932404737	L	[c]	pi[c] + uri[c]  <=> ura[c] + r1p[c] 
RE0344C	Fatty acid synthesis	641372.1 or 641371.1 or 570.1	397.351945854484	259.809458957533	1.52939753405757	L	[c]	h2o[c] + stcoa[c]  <=> h[c] + coa[c] + ocdca[c] 
RE0565C	Fatty acid synthesis	6785.1 or 79071.1 or 60481.1 or 54898.1 	438.8601486059	279.780485053582	1.56858741781741	L	[c]	h[c] + stcoa[c] + malcoa[c]  -> co2[c] + coa[c] + CE2251[c] 
RE0566C	Fatty acid synthesis		438.8601486059	279.780485053582	1.56858741781741	L	[c]	h[c] + nadph[c] + CE2251[c]  <=> nadp[c] + CE2247[c] 
RE0567C	Fatty acid synthesis		438.8601486059	279.780485053582	1.56858741781741	L	[c]	CE2247[c]  <=> h2o[c] + CE2243[c] 
RE0568C	Fatty acid synthesis	9045.1	438.8601486059	279.780485053582	1.56858741781741	L	[c]	h[c] + nadph[c] + CE2243[c]  <=> nadp[c] + arachcoa[c] 
RE0578C	Fatty acid synthesis	641372.1 or 641371.1 or 570.1	389.018612521151	251.028971152656	1.54969607983845	L	[c]	h2o[c] + docoscoa[c]  <=> h[c] + coa[c] + docosac[c] 
r0178	Glutamate metabolism	7915.1	1262.14044793433	600.926260243058	2.10032500064788	L	[m]	h2o[m] + nad[m] + sucsal[m]  <=> 2 h[m] + nadh[m] + succ[m] 
r0354	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	479.018612521152	261.028971152655	1.83511665546508	L	[c]	itp[c] + glc_D[c]  -> h[c] + idp[c] + g6p[c] 
r0355	Glycolysis/gluconeogenesis	2645.1 or 3098.1 or 3099.1 or 3101.1	479.018612521151	261.028971152656	1.83511665546507	L	[c]	datp[c] + glc_D[c]  -> h[c] + dadp[c] + g6p[c] 
r0365	Propanoate metabolism		758.26565143824	487.593744882919	1.5551176761308	L	[m]	nad[m] + 3hpp[m]  -> h[m] + nadh[m] + msa[m] 
