subSystem	disrupted_module	rxnList	MetabolicUnits	Localization	rxnFormula
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0214	NA	[c]	h2o[c] + ptdcacoa[c]  -> h[c] + coa[c] + ptdca[c] 
Fatty acid oxidation	MTA_BD_norm_t2	r0310	betaoxidation	[m]	pmtcoa[m] + q10[m]  -> hdd2coa[m] + q10h2[m] 
Fatty acid oxidation	MTA_BD_norm_t2	C14OHc	carnitine shuttle	[c]	crn[c] + 3htdcoa[c]  <=> coa[c] + 3tdcrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC14C14OHm	betaoxidation	[m]	h2o[m] + fad[m] + tdcoa[m]  -> fadh2[m] + 3htdcoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HTDCACBP	NA	intercompartmental	3htdcoa[m]  <=> 3htdcoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HTDCRNe	NA	intercompartmental	3tdcrn[c]  -> 3tdcrn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	3HBCOARc	NA	intercompartmental	3hbcoa_R[m]  <=> 3hbcoa_R[c] 
Fatty acid oxidation	MTA_BD_norm_t2	BCRNe	NA	intercompartmental	3bcrn[c]  -> 3bcrn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	C4OHc	carnitine shuttle	[c]	crn[c] + 3hbcoa_R[c]  <=> coa[c] + 3bcrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2771	NA	[c]	crn[c] + M00023[c]  <=> h[c] + coa[c] + M00022[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3424	NA	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 8 fad[m] + M00023[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 8 fadh2[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3196	NA	[m]	nad[m] + M00792[m]  -> h[m] + nadh[m] + M00889[m] 
Fatty acid oxidation	MTA_BD_norm_t2	C161OHc	carnitine shuttle	[c]	crn[c] + 3hdeccoa[c]  <=> coa[c] + 3hdececrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC161C161OHm	betaoxidation	[m]	h2o[m] + fad[m] + hdcoa[m]  -> fadh2[m] + 3hdeccoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HDECEACBP	NA	intercompartmental	3hdeccoa[m]  <=> 3hdeccoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HEDCECRNe	NA	intercompartmental	3hdececrn[c]  -> 3hdececrn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	C8DCc	carnitine shuttle	intercompartmental	crn[c] + sbcoa[c]  <=> coa[c] + c8dc[c] 
Fatty acid oxidation	MTA_BD_norm_t2	SUBERCACT	NA	intercompartmental	c8dc[x]  <=> c8dc[c] 
Fatty acid oxidation	MTA_BD_norm_t2	SUBERCROT	carnitine shuttle	intercompartmental	crn[x] + sbcoa[x]  <=> coa[x] + c8dc[x] 
Fatty acid oxidation	MTA_BD_norm_t2	2MB2COAc	NA	intercompartmental	2mb2coa[m]  <=> 2mb2coa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	C51CPT1	carnitine shuttle	intercompartmental	crn[c] + 2mb2coa[c]  <=> coa[c] + c51crn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	TIGCRNe	NA	intercompartmental	c51crn[c]  -> c51crn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	C102CPT1	carnitine shuttle	intercompartmental	crn[c] + decdicoa[c]  <=> coa[c] + decdicrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	C141CPT1	carnitine shuttle	intercompartmental	crn[c] + tetdece1coa[c]  <=> coa[c] + tetdece1crn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	C142CPT1	carnitine shuttle	intercompartmental	crn[c] + tetdec2coa[c]  <=> coa[c] + tetdec2crn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	sink_decdicoa[c]	NA	intercompartmental	decdicoa[c]  <=> 
Fatty acid oxidation	MTA_BD_norm_t2	DECDICRNe	NA	intercompartmental	decdicrn[c]  -> decdicrn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	sink_tetdec2coa[c]	NA	intercompartmental	tetdec2coa[c]  <=> 
Fatty acid oxidation	MTA_BD_norm_t2	TETDEC2CRNe	NA	intercompartmental	tetdec2crn[c]  -> tetdec2crn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	sink_tetdece1coa[c]	NA	intercompartmental	tetdece1coa[c]  <=> 
Fatty acid oxidation	MTA_BD_norm_t2	TETDECE1CRNe	NA	intercompartmental	tetdece1crn[c]  -> tetdece1crn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	r1448	betaoxidation	[m]	q10[m] + occoa[m]  -> q10h2[m] + HC01415[m] 
Fatty acid oxidation	MTA_BD_norm_t2	PTDCACRNCPT2	carnitine shuttle	[m]	coa[m] + ptdcacrn[m]  <=> crn[m] + ptdcacoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	sink_c81coa[c]	NA	intercompartmental	c81coa[c]  <=> 
Fatty acid oxidation	MTA_BD_norm_t2	C81CPT1	carnitine shuttle	intercompartmental	crn[c] + c81coa[c]  <=> coa[c] + c81crn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	C81CRNe	NA	intercompartmental	c81crn[c]  -> c81crn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	r1450	betaoxidation	[m]	q10[m] + hxcoa[m]  -> q10h2[m] + hx2coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3522	NA	[m]	fad[m] + dmnoncoa[m]  -> 2 h[m] + fadh2[m] + CE4806[m] 
Fatty acid oxidation	MTA_BD_norm_t2	C182OHc	carnitine shuttle	[c]	crn[c] + 3ocddcoa[c]  <=> coa[c] + 3octdec2crn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC182C182OHm	betaoxidation	[m]	h2o[m] + fad[m] + lnlccoa[m]  -> fadh2[m] + 3ocddcoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HOCTDEC2CRNe	NA	intercompartmental	3octdec2crn[c]  -> 3octdec2crn[e] 
Fatty acid oxidation	MTA_BD_norm_t2	OCTDEC2ACBP	NA	intercompartmental	3ocddcoa[m]  <=> 3ocddcoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3407	NA	[m]	8 h2o[m] + 8 nad[m] + 8 coa[m] + 7 fad[m] + M00127[m]  -> 8 h[m] + 8 nadh[m] + 9 accoa[m] + 7 fadh2[m] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC182806m	betaoxidation	[m]	5 h2o[m] + 5 nad[m] + 5 coa[m] + 3 fad[m] + lnlccoa[m]  -> 5 h[m] + 5 nadh[m] + 5 accoa[m] + 3 fadh2[m] + occoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3128	NA	intercompartmental	fad[m] + tdcoa[m]  -> fadh2[m] + HC01412[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0201	NA	[c]	h2o[c] + M00129[c]  -> h[c] + coa[c] + ttdcea[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0290	NA	[c]	h2o[c] + M00018[c]  -> h[c] + coa[c] + M00017[c] 
Fatty acid oxidation	MTA_BD_norm_t2	DOCOSACTDr	NA	intercompartmental	docosac[c]  <=> docosac[r] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2702	NA	intercompartmental	coa[c] + M01724[c]  <=> crn[c] + docoscoa[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3116	NA	[m]	h2o[m] + od2coa[m]  -> CE2248[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3117	NA	[m]	nad[m] + CE2248[m]  -> h[m] + nadh[m] + 3ohodcoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3118	NA	[m]	coa[m] + 3ohodcoa[m]  -> accoa[m] + pmtcoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	STRDNCCPT1	carnitine shuttle	intercompartmental	crn[c] + strdnccoa[c]  <=> coa[c] + strdnccrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC16C14m	betaoxidation	[m]	h2o[m] + nad[m] + coa[m] + fad[m] + pmtcoa[m]  -> h[m] + nadh[m] + accoa[m] + fadh2[m] + tdcoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	r1253	NA	[r]	atp[r] + 8 h[r] + coa[r] + strdnc[r]  -> amp[r] + ppi[r] + stcoa[r] 
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC101C102m	betaoxidation	[m]	fad[m] + dece4coa[m]  -> fadh2[m] + dec24dicoa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3099	NA	intercompartmental	h2o[x] + hx2coa[x]  -> HC01407[x] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3100	NA	intercompartmental	nad[x] + HC01407[x]  -> h[x] + nadh[x] + HC01408[x] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3101	NA	intercompartmental	coa[x] + HC01408[x]  -> accoa[x] + btcoa[x] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2733	NA	[c]	crn[c] + M00012[c]  <=> coa[c] + M00011[c] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3431	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 6 fad[m] + M00012[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 6 fadh2[m] 
Fatty acid oxidation	MTA_BD_norm_t2	C180CPT1	carnitine shuttle	intercompartmental	crn[c] + stcoa[c]  <=> coa[c] + stcrn[c] 
Fatty acid oxidation	MTA_BD_norm_t2	DCIm	betaoxidation	[m]	dd2coa[m]  <=> dd3coa[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3234	NA	[m]	fad[m] + M01141[m]  -> fadh2[m] + M03022[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3235	NA	[m]	h2o[m] + M03022[m]  -> M01573[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3236	NA	[m]	nad[m] + M01573[m]  -> h[m] + nadh[m] + M00885[m] 
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3237	NA	[m]	coa[m] + M00885[m]  -> accoa[m] + dd3coa[m] 
