SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_R.Veh.R1	BD_NR.Veh.R2	BD_R.Veh.R2	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
AFG3L2	10939	24.6873	27.0812	26.6089	21.5095	cerebral-cortex	glial-cells	Medium	Enhanced
AFMID	125061	27.5704	18.2792	18.7754	14.4496	NA	NA	NA	NA
AFTPH	54812	6.46839	9.47386	8.26753	9.3772	NA	NA	NA	NA
AGA	175	1.72898	6.44353	2.35944	5.42028	cerebral-cortex	glial-cells	Low	Enhanced
AGAP1	116987	12.7239	19.1031	13.0857	13.266	NA	NA	NA	NA
AGAP1-IT1	100506749	0.575984	0.416102	0	0.0976398	NA	NA	NA	NA
AGAP2	116986	5.27965	12.2117	5.72354	16.5646	cerebral-cortex	glial-cells	Medium	Enhanced
AGAP2-AS1	100130776	1.93096	0.237724	1.23898	0.817878	NA	NA	NA	NA
AGAP3	116988	56.1515	35.089	40.5589	41.4582	cerebral-cortex	glial-cells	Medium	Approved
AGAP4	119016	0.0491527	0.064452	0.825496	0.558744	NA	NA	NA	NA
AGAP5	729092	2.84244	2.98777	1.98571	2.88756	NA	NA	NA	NA
AGAP6	414189	0.293717	0.465094	0.395719	0.312816	NA	NA	NA	NA
AGAP9	642517	0.67989	1.67871	0.255285	0.56079	NA	NA	NA	NA
AGBL3	340351	3.12048	1.32876	1.66716	1.71185	NA	NA	NA	NA
AGBL4	84871	0.118308	0.516389	0.0683655	0.420183	cerebral-cortex	glial-cells	Low	Approved
AGBL5	60509	25.5346	36.2532	25.4804	27.9576	NA	NA	NA	NA
AGBL5-IT1	106481744	0.346326	1.69145	0.280127	0.316024	NA	NA	NA	NA
AGFG1	3267	27.0733	37.7202	30.6159	36.6115	NA	NA	NA	NA
AGFG2	3268	2.54893	4.20646	3.11378	4.27381	NA	NA	NA	NA
AGGF1	55109	10.6642	13.7328	12.2676	10.1542	NA	NA	NA	NA
AGK	55750	7.13144	13.8043	11.0181	12.0684	cerebral-cortex	glial-cells	Low	Supported
AGL	178	13.4248	7.16586	7.18607	5.12059	cerebral-cortex	glial-cells	High	Approved
AGMAT	79814	0.239294	0.250965	0.186908	0.452958	NA	NA	NA	NA
AGMO	392636	0.37665	0.0845749	0.132265	0.338474	NA	NA	NA	NA
AGO1	26523	5.41013	23.0026	9.99064	21.2941	NA	NA	NA	NA
AGO2	27161	3.04804	10.8549	6.97724	4.98649	cerebral-cortex	glial-cells	High	Approved
AGO3	192669	7.43961	9.55386	8.38205	9.63487	NA	NA	NA	NA
AGO4	192670	7.13357	9.60666	10.4766	9.65003	NA	NA	NA	NA
AGPAT1	10554	1.03901	6.10913	6.64091	7.04142	cerebral-cortex	glial-cells	High	Approved
AGPAT2	10555	20.5137	5.85119	18.1006	13.6667	NA	NA	NA	NA
AGPAT3	56894	7.14225	10.4212	12.9546	12.0677	NA	NA	NA	NA
AGPAT4	56895	8.33965	23.6015	12.1041	15.9143	cerebral-cortex	glial-cells	Medium	Approved
AGPAT5	55326	33.2076	26.2969	24.4145	24.1956	NA	NA	NA	NA
AGPS	8540	10.7567	12.0656	9.91209	8.70353	NA	NA	NA	NA
AGRN	375790	57.7264	78.8661	44.9479	69.0322	cerebral-cortex	glial-cells	Low	Approved
AGT	183	0.368221	0.0690216	0.205479	0.129974	NA	NA	NA	NA
AGTPBP1	23287	6.9633	17.3641	9.24939	13.6733	NA	NA	NA	NA
AGTR1	185	4.71271	0.878282	1.6307	1.21579	NA	NA	NA	NA
AGTRAP	57085	16.829	16.6087	19.2101	16.3015	NA	NA	NA	NA
AHCTF1	25909	10.6588	23.9483	19.4932	15.8129	NA	NA	NA	NA
AHCTF1P1	285116	0.835346	1.88781	1.58985	1.15612	NA	NA	NA	NA
AHCY	191	95.4143	75.7378	80.7369	68.839	cerebral-cortex	glial-cells	Medium	Approved
AHCYL1	10768	32.3909	43.4039	37.0525	35.003	NA	NA	NA	NA
AHCYL2	23382	7.24954	14.7452	8.8186	14.5002	NA	NA	NA	NA
AHDC1	27245	13.3773	6.39406	11.5196	6.67945	cerebral-cortex	glial-cells	Low	Approved
AHI1	54806	9.76102	12.5552	10.5104	12.1619	cerebral-cortex	glial-cells	Medium	Approved
AHNAK	79026	20.5229	5.09994	30.7468	15.7506	NA	NA	NA	NA
AHNAK2	113146	3.47812	1.12524	3.8479	1.62499	NA	NA	NA	NA
AHR	196	1.93843	0.87826	1.22614	3.92791	cerebral-cortex	glial-cells	Low	Enhanced
AHRR	57491	0.377351	0.792952	0.474998	1.34833	NA	NA	NA	NA
AHSA1	10598	83.0801	57.9214	96.7524	93.4336	cerebral-cortex	glial-cells	Medium	Supported
AIDA	64853	12.924	21.8309	23.4044	23.5375	NA	NA	NA	NA
AIF1L	83543	9.84556	36.6805	8.92692	25.0588	NA	NA	NA	NA
AIFM1	9131	26.4614	21.6364	28.5138	21.6404	NA	NA	NA	NA
AIFM2	84883	2.39751	1.68909	3.53413	2.07559	NA	NA	NA	NA
AIFM3	150209	0.266591	0.0430345	0.0998296	0.265171	NA	NA	NA	NA
AIG1	51390	22.8157	9.82054	17.3557	9.27582	NA	NA	NA	NA
AIM2	9447	0.134781	5.13139	0.520146	3.64707	NA	NA	NA	NA
AIMP1	9255	30.0946	16.945	20.1335	19.7277	cerebral-cortex	glial-cells	Medium	Supported
AIMP2	7965	32.6202	24.3172	25.5629	21.4072	cerebral-cortex	glial-cells	Low	Supported
AIP	9049	54.0504	26.0632	40.5752	36.4194	cerebral-cortex	glial-cells	Medium	Approved
AJAP1	55966	0.033803	0.559421	0.0791385	0.327348	NA	NA	NA	NA
AJUBA	84962	40.5095	38.2463	30.2462	23.1559	NA	NA	NA	NA
AK1	203	141.715	25.2615	66.7387	27.2868	NA	NA	NA	NA
AK2	204	75.5043	59.9163	70.965	55.7379	NA	NA	NA	NA
AK3	50808	34.9003	37.4634	31.3768	32.3536	NA	NA	NA	NA
AK3P3	100419075	1.15197	3.95302	1.36061	2.73391	NA	NA	NA	NA
AK3P5	100288319	0.329467	0.151435	0	0.141916	NA	NA	NA	NA
AK4	205	2.31125	23.3254	5.77062	25.4416	cerebral-cortex	glial-cells	Medium	Enhanced
AK4P1	206	0.915869	4.44425	2.16334	3.49245	NA	NA	NA	NA
AK4P3	645619	0	1.44062	0.538433	1.64205	NA	NA	NA	NA
AK5	26289	6.94773	3.31866	3.61792	1.87614	NA	NA	NA	NA
AK7	122481	0.618566	0.71367	0.881869	0.383485	NA	NA	NA	NA
AK8	158067	0.721618	0.494133	0.327198	0.300316	NA	NA	NA	NA
AK9	221264	5.08112	4.57392	2.2641	4.90788	cerebral-cortex	glial-cells	High	Enhanced
AKAP1	8165	11.0903	12.117	7.42902	11.1564	cerebral-cortex	glial-cells	High	Supported
AKAP10	11216	12.3042	9.64511	11.1132	10.2487	cerebral-cortex	glial-cells	Medium	Approved
AKAP11	11215	5.93835	17.2223	10.6573	11.9658	NA	NA	NA	NA
AKAP12	9590	15.874	23.1449	26.6722	22.5163	NA	NA	NA	NA
AKAP13	11214	22.7589	26.4433	24.113	23.4158	cerebral-cortex	glial-cells	Medium	Approved
AKAP14	158798	0	0	0	0	NA	NA	NA	NA
AKAP17A	8227	25.2247	25.3997	35.0823	31.9151	cerebral-cortex	glial-cells	Medium	Supported
AKAP3	10566	0.938123	2.38891	1.89152	1.36768	NA	NA	NA	NA
AKAP5	9495	0.588941	1.37946	0.97155	1.13879	cerebral-cortex	glial-cells	Low	Enhanced
AKAP6	9472	5.63962	4.35878	2.73102	2.22279	NA	NA	NA	NA
AKAP7	9465	8.57282	4.40621	3.50648	4.45937	NA	NA	NA	NA
AKAP8	10270	13.8739	16.1318	13.9004	13.4529	cerebral-cortex	glial-cells	Medium	Supported
AKAP8L	26993	58.4776	66.6226	45.1438	60.2781	cerebral-cortex	glial-cells	High	Enhanced
AKAP9	10142	52.8842	24.6549	25.6017	19.1488	cerebral-cortex	glial-cells	Medium	Supported
AKIP1	56672	25.3167	15.7249	21.7511	19.4428	NA	NA	NA	NA
AKIRIN1	79647	44.1231	77.4194	52.7961	75.3609	cerebral-cortex	glial-cells	Low	Approved
AKIRIN2	55122	44.8515	51.1017	42.9231	56.3052	NA	NA	NA	NA
AKNA	80709	3.70729	6.25002	5.83478	6.9321	NA	NA	NA	NA
AKNAD1	254268	6.03158	1.43979	0.996264	1.62201	NA	NA	NA	NA
AKR1A1	10327	107.985	68.9347	94.272	67.4658	NA	NA	NA	NA
AKR1B1	231	149.709	107.073	70.5077	79.5674	NA	NA	NA	NA
AKR1C1	1645	18.5912	4.5379	20.6781	4.25035	NA	NA	NA	NA
AKR1C3	8644	1.0301	0.0299439	0.76159	0.215711	cerebral-cortex	glial-cells	Medium	Enhanced
AKR1E2	83592	0	0	0.20107	0	cerebral-cortex	glial-cells	Low	Enhanced
AKR7A2	8574	37.9765	21.8227	27.5167	28.4263	cerebral-cortex	glial-cells	Medium	Enhanced
AKR7A2P1	246182	0.151436	0.40445	0.118824	0.126718	NA	NA	NA	NA
AKR7A3	22977	0.762436	0.987972	0.482614	0.989938	NA	NA	NA	NA
AKR7L	246181	1.6912	1.28312	0.952022	1.30429	NA	NA	NA	NA
AKT1	207	105.183	67.716	73.0611	67.3981	cerebral-cortex	glial-cells	Medium	Supported
AKT1S1	84335	41.5325	18.4339	33.1692	26.5782	NA	NA	NA	NA
AKT2	208	48.7791	57.8723	50.4667	50.8806	NA	NA	NA	NA
AKT3	10000	9.12191	19.3619	13.4719	15.1394	cerebral-cortex	glial-cells	High	Approved
AKT3-IT1	100874263	0	0	0	0.285608	NA	NA	NA	NA
AKTIP	64400	15.4544	14.3396	12.8306	20.2294	cerebral-cortex	glial-cells	Low	Approved
ALAD	210	12.288	9.89857	12.1732	11.4299	cerebral-cortex	glial-cells	Low	Enhanced
ALAS1	211	22.5627	22.5168	25.3947	22.2934	cerebral-cortex	glial-cells	Medium	Enhanced
ALB	213	0.0962573	0.338121	0.377462	0.693333	NA	NA	NA	NA
ALCAM	214	7.19064	6.14126	9.14597	3.99092	NA	NA	NA	NA
ALDH16A1	126133	13.9696	13.5877	14.5217	12.7453	cerebral-cortex	glial-cells	Low	Approved
ALDH18A1	5832	30.1074	32.5044	33.7202	32.1316	NA	NA	NA	NA
ALDH1A1	216	1.21029	0.158961	0.157643	0.108713	NA	NA	NA	NA
ALDH1A2	8854	69.2724	6.31992	32.9855	31.7102	cerebral-cortex	glial-cells	Medium	Approved
ALDH1A3	220	8.43658	1.29684	5.9201	3.90844	NA	NA	NA	NA
ALDH1B1	219	28.2905	11.5115	17.313	10.336	cerebral-cortex	glial-cells	Medium	Approved
ALDH1L1	10840	0.192566	0.482856	0.307245	0.170984	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH1L2	160428	0.848313	0.9923	5.29567	3.08956	cerebral-cortex	glial-cells	Medium	Approved
ALDH2	217	23.4885	27.7958	28.3009	30.6367	NA	NA	NA	NA
ALDH3A2	224	16.4991	15.5006	14.6108	11.6856	NA	NA	NA	NA
ALDH3B1	221	0.330241	0.59803	0.206239	0.423764	NA	NA	NA	NA
ALDH4A1	8659	10.7956	6.23095	5.13289	5.63406	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH5A1	7915	3.25142	8.0082	2.89422	6.6129	cerebral-cortex	glial-cells	Low	Enhanced
ALDH6A1	4329	5.18894	10.6057	4.69763	7.313	cerebral-cortex	glial-cells	High	Enhanced
ALDH7A1	501	92.0598	106.441	100.051	87.44	cerebral-cortex	glial-cells	Medium	Enhanced
ALDH7A1P1	541	1.51942	1.08325	1.38132	1.01946	NA	NA	NA	NA
ALDH8A1	64577	0.478834	1.57272	0.539204	1.3201	NA	NA	NA	NA
ALDH9A1	223	32.5008	20.2166	33.6088	25.4479	cerebral-cortex	glial-cells	Medium	Approved
ALDOA	226	666.441	220.603	723.283	345.594	NA	NA	NA	NA
ALDOC	230	9.09975	6.34832	14.3104	6.24088	cerebral-cortex	glial-cells	Medium	Enhanced
ALG1	56052	8.60661	8.54228	10.1518	8.39556	cerebral-cortex	glial-cells	Low	Approved
ALG10	84920	1.399	4.92099	4.0647	3.05399	cerebral-cortex	glial-cells	Medium	Approved
ALG10B	144245	1.10079	3.89843	1.80395	2.86173	cerebral-cortex	glial-cells	Medium	Approved
ALG11	440138	4.76928	6.77303	6.31753	4.88996	NA	NA	NA	NA
ALG12	79087	5.0367	4.28058	6.48682	6.63458	NA	NA	NA	NA
ALG13	79868	17.8988	19.6328	16.1884	14.6127	cerebral-cortex	glial-cells	Low	Approved
ALG14	199857	2.92188	1.14949	3.16133	2.24739	NA	NA	NA	NA
ALG1L	200810	0.229715	0	0.101804	0	NA	NA	NA	NA
ALG1L15P	730086	0.997742	0.568296	0.498854	0.305077	NA	NA	NA	NA
ALG1L2	644974	0.175369	0.388482	0	0	NA	NA	NA	NA
ALG2	85365	23.5614	14.2187	27.0389	22.393	NA	NA	NA	NA
ALG3	10195	16.3488	14.2966	15.1746	15.0248	cerebral-cortex	glial-cells	Low	Approved
ALG5	29880	25.4325	19.3407	26.142	23.7471	NA	NA	NA	NA
ALG6	29929	11.2343	7.22394	8.24127	7.31	NA	NA	NA	NA
ALG8	79053	36.6701	37.8749	28.8546	32.8888	cerebral-cortex	glial-cells	Low	Approved
ALK	238	0.11022	3.00271	0.67533	2.61301	NA	NA	NA	NA
ALKBH1	8846	8.45048	7.31956	8.65213	8.44555	cerebral-cortex	glial-cells	Medium	Approved
ALKBH2	121642	20.2748	18.6444	12.9453	18.2477	cerebral-cortex	glial-cells	Low	Approved
ALKBH3	221120	15.6004	10.9257	16.8873	13.7594	NA	NA	NA	NA
ALKBH3-AS1	100507300	0.340514	0.417659	0.315861	0.654836	NA	NA	NA	NA
ALKBH4	54784	9.53587	7.42012	8.5728	8.47876	cerebral-cortex	glial-cells	Low	Approved
ALKBH5	54890	32.725	24.3588	30.7887	26.6367	cerebral-cortex	glial-cells	High	Approved
ALKBH6	84964	13.4803	11.6867	10.5961	10.3063	NA	NA	NA	NA
ALKBH7	84266	60.7904	23.8045	30.4777	31.8949	NA	NA	NA	NA
ALKBH8	91801	3.7414	3.69054	5.0102	3.74856	cerebral-cortex	glial-cells	Low	Approved
ALMS1	7840	9.42356	12.7709	7.00544	10.8823	NA	NA	NA	NA
ALMS1-IT1	100874291	0.864493	0.100913	0.18014	0.142516	NA	NA	NA	NA
ALOX12	239	0.504242	0.292699	0.309647	0.219259	NA	NA	NA	NA
ALPK1	80216	3.17511	0.284745	2.3448	0.713318	NA	NA	NA	NA
ALPK2	115701	9.67702	0.454733	3.46581	0.318837	NA	NA	NA	NA
ALPK3	57538	2.24719	0.125586	1.52955	0.147491	NA	NA	NA	NA
ALPL	249	3.14167	5.94016	3.01845	2.45542	NA	NA	NA	NA
ALS2	57679	9.76318	16.3261	12.9118	13.3407	NA	NA	NA	NA
ALS2CL	259173	0.182922	0.12554	0.196703	0.0990052	NA	NA	NA	NA
ALX1	8092	1.05427	0.657301	0.412459	0.36384	NA	NA	NA	NA
ALYREF	10189	86.3899	83.6057	82.4053	83.6241	cerebral-cortex	glial-cells	High	Supported
AMACR	23600	7.1825	5.91422	14.5685	6.44947	NA	NA	NA	NA
AMBP	259	0.0443142	0.0832935	0.0693515	0	NA	NA	NA	NA
AMBRA1	55626	7.64105	11.6865	8.76028	9.82146	cerebral-cortex	glial-cells	Low	Approved
AMD1	262	39.372	37.2838	49.6111	37.1586	NA	NA	NA	NA
AMDHD1	144193	0	0.145899	0.152496	0.127861	NA	NA	NA	NA
AMDHD2	51005	8.96313	12.0113	9.81116	9.43771	NA	NA	NA	NA
AMER1	139285	2.96961	4.14635	2.71204	2.73642	cerebral-cortex	glial-cells	High	Approved
AMER2	219287	0.104474	4.85316	0.422383	4.20122	cerebral-cortex	glial-cells	High	Enhanced
AMFR	267	27.6276	35.0462	29.7332	35.2383	cerebral-cortex	glial-cells	Medium	Approved
AMH	268	13.839	18.4972	14.5627	20.559	NA	NA	NA	NA
AMIGO1	57463	2.9505	2.29182	2.50465	2.25631	cerebral-cortex	glial-cells	Low	Approved
AMIGO2	347902	4.61592	1.36281	5.93498	3.15483	NA	NA	NA	NA
AMIGO3	386724	4.80276	4.99577	4.82998	5.30171	NA	NA	NA	NA
AMMECR1	9949	2.54269	4.33653	4.50395	4.36725	NA	NA	NA	NA
AMMECR1L	83607	9.77635	14.6355	14.4349	14.5292	NA	NA	NA	NA
AMN	81693	0.197577	0.0531233	0.417758	0.382006	NA	NA	NA	NA
AMN1	196394	3.98486	4.40396	2.38307	5.55937	NA	NA	NA	NA
AMOT	154796	18.6058	28.7729	47.023	22.5666	NA	NA	NA	NA
AMOTL1	154810	12.4787	16.5789	34.4425	31.085	NA	NA	NA	NA
AMOTL2	51421	31.1652	16.7356	11.5609	9.19101	NA	NA	NA	NA
AMPD2	271	28.8558	32.3587	38.5068	28.4876	cerebral-cortex	glial-cells	Low	Approved
AMPD3	272	0.887919	2.32556	2.00724	0.312375	NA	NA	NA	NA
AMPH	273	9.75121	24.2123	10.7539	20.8383	cerebral-cortex	glial-cells	Medium	Enhanced
AMT	275	9.673	5.53607	8.77067	6.27647	cerebral-cortex	glial-cells	Low	Supported
AMY2B	280	2.86997	4.04799	2.05482	3.98392	NA	NA	NA	NA
AMZ1	155185	0.0623958	0.230388	0.218547	0.161498	NA	NA	NA	NA
AMZ2P1	201283	13.0427	4.50813	8.65028	5.70707	NA	NA	NA	NA
ANAPC1	64682	5.1376	11.8277	9.68084	8.67542	cerebral-cortex	glial-cells	Low	Approved
ANAPC10	10393	24.3992	11.0546	14.7182	13.3162	NA	NA	NA	NA
ANAPC10P1	729198	0.445404	0.13569	0.351807	0.12722	NA	NA	NA	NA
ANAPC11	51529	196.998	116.151	122.508	120.907	NA	NA	NA	NA
ANAPC13	25847	100.011	53.9184	61.6732	59.6041	NA	NA	NA	NA
ANAPC15	25906	50.0669	48.7302	30.3955	38.7184	cerebral-cortex	glial-cells	Medium	Approved
ANAPC16	119504	75.37	39.2827	50.6888	47.3637	cerebral-cortex	glial-cells	Low	Approved
ANAPC2	29882	19.2082	18.7234	17.1541	18.4752	NA	NA	NA	NA
ANAPC4	29945	17.8394	15.5186	15.8807	16.8939	NA	NA	NA	NA
ANAPC5	51433	50.3291	29.5661	41.1312	37.1028	cerebral-cortex	glial-cells	High	Supported
ANAPC7	51434	61.6491	57.796	49.26	60.2089	cerebral-cortex	glial-cells	Medium	Approved
ANG	283	3.22539	0.978416	3.36951	1.38172	NA	NA	NA	NA
ANGEL1	23357	7.73116	10.681	10.5598	9.54705	NA	NA	NA	NA
ANGEL2	90806	14.612	21.2628	17.0793	16.258	NA	NA	NA	NA
ANGPT1	284	3.77403	1.12936	4.92093	2.06853	NA	NA	NA	NA
ANGPT2	285	0.270861	0.225628	0.810464	0.194363	NA	NA	NA	NA
ANGPTL1	9068	9.97619	2.71773	16.1585	20.7227	NA	NA	NA	NA
ANGPTL2	23452	13.5382	5.31726	24.7375	8.83375	NA	NA	NA	NA
ANGPTL4	51129	1.67105	0.159846	2.75964	0.852298	NA	NA	NA	NA
ANGPTL6	83854	0.157751	0	0.064669	0.286284	NA	NA	NA	NA
ANK1	286	14.9692	0.690724	4.63367	0.821707	NA	NA	NA	NA
ANK2	287	25.1106	26.7842	12.0276	18.9636	cerebral-cortex	glial-cells	Medium	Enhanced
ANK3	288	7.92858	29.6924	9.43137	14.0793	NA	NA	NA	NA
ANKAR	150709	0.693273	0.609132	0.933476	0.748444	NA	NA	NA	NA
ANKDD1A	348094	6.06492	3.93549	4.84558	3.40579	NA	NA	NA	NA
ANKDD1B	728780	0.0698712	0	0.0265569	0.0560947	NA	NA	NA	NA
ANKEF1	63926	0.325367	0.664801	0.532292	0.831392	cerebral-cortex	glial-cells	Low	Approved
ANKFN1	162282	0.47787	0.612501	0.153842	0.252132	NA	NA	NA	NA
ANKFY1	51479	12.4302	30.8431	20.816	25.0272	cerebral-cortex	glial-cells	Low	Approved
ANKH	56172	1.28191	2.63721	2.41186	5.89732	NA	NA	NA	NA
ANKHD1	54882	47.4677	80.6695	54.3286	56.8452	cerebral-cortex	glial-cells	Medium	Approved
ANKHD1-EIF4EBP3	404734	5.36585	2.99815	3.6852	5.24267	cerebral-cortex	glial-cells	Low	Approved
ANKIB1	54467	11.7835	17.1606	18.8837	16.8111	NA	NA	NA	NA
ANKLE1	126549	1.19912	1.63993	1.58468	2.44082	NA	NA	NA	NA
ANKLE2	23141	26.9926	44.8695	41.1721	40.7358	NA	NA	NA	NA
ANKMY1	51281	4.21873	3.1372	4.32167	3.32989	NA	NA	NA	NA
ANKMY2	57037	13.9971	13.6821	11.0395	12.9413	NA	NA	NA	NA
ANKRA2	57763	15.4921	11.4663	16.9053	12.8355	cerebral-cortex	glial-cells	Low	Approved
ANKRD1	27063	26.6714	1.73091	9.86768	0.305542	NA	NA	NA	NA
ANKRD10	55608	138.035	141.356	103.331	115.884	NA	NA	NA	NA
ANKRD10-IT1	100505494	5.55994	7.97047	4.01095	6.21007	NA	NA	NA	NA
ANKRD11	29123	55.4605	66.9801	56.7118	54.7306	cerebral-cortex	glial-cells	Medium	Approved
ANKRD12	23253	40.6765	14.8757	15.1228	18.4033	cerebral-cortex	glial-cells	High	Approved
ANKRD13A	88455	16.4648	17.9316	18.294	18.0958	NA	NA	NA	NA
ANKRD13B	124930	10.6681	22.3324	15.7374	24.6382	NA	NA	NA	NA
ANKRD13C	81573	11.4378	11.5162	9.50884	9.65079	NA	NA	NA	NA
ANKRD13D	338692	24.8299	16.0912	19.7883	20.8524	NA	NA	NA	NA
ANKRD16	54522	4.00467	3.18755	3.36964	3.63421	NA	NA	NA	NA
ANKRD17	26057	30.3284	28.6318	21.1265	22.7333	NA	NA	NA	NA
ANKRD18EP	100131031	0.520716	1.81954	0.530444	1.78799	NA	NA	NA	NA
ANKRD19P	138649	1.18127	0.448288	0.315418	0.303314	NA	NA	NA	NA
ANKRD20A1	84210	0.083304	0.90048	0.0130051	0.738728	NA	NA	NA	NA
ANKRD20A18P	391269	0.179016	0.330877	0	0	NA	NA	NA	NA
ANKRD20A2	441430	0.0499824	2.64335	0	1.16281	NA	NA	NA	NA
ANKRD20A3	441425	0	4.13263	0.159186	2.80826	NA	NA	NA	NA
ANKRD20A4	728747	0.0140233	1.12363	0.0218875	0.862865	NA	NA	NA	NA
ANKRD20A7P	653436	0.0248517	6.25732	0.0194127	3.86672	NA	NA	NA	NA
ANKRD23	200539	0.898932	2.02072	1.44324	1.43436	NA	NA	NA	NA
ANKRD24	170961	0.178716	0.248489	0.112291	0.312582	NA	NA	NA	NA
ANKRD26	22852	10.5472	9.02485	7.03357	8.70639	NA	NA	NA	NA
ANKRD26P4	100873882	0.144529	0	0.22674	0	NA	NA	NA	NA
ANKRD27	84079	5.20951	5.53339	7.05669	7.29165	NA	NA	NA	NA
ANKRD28	23243	10.0446	14.5553	14.1776	11.0567	NA	NA	NA	NA
ANKRD29	147463	1.62512	0.624137	2.32242	1.184	NA	NA	NA	NA
ANKRD33	341405	0.401017	0.407474	0.33407	0.268315	NA	NA	NA	NA
ANKRD33B	651746	0.200139	0.0703663	0.187855	0	NA	NA	NA	NA
ANKRD36	375248	3.62667	4.44668	2.08177	2.5127	NA	NA	NA	NA
ANKRD36B	57730	3.85709	2.68545	3.62047	2.0061	NA	NA	NA	NA
ANKRD36C	400986	7.26762	4.58207	2.64821	3.22945	NA	NA	NA	NA
ANKRD37	353322	3.51067	0.905288	5.46976	2.08028	NA	NA	NA	NA
ANKRD39	51239	6.32363	7.37019	6.51761	7.80029	NA	NA	NA	NA
ANKRD40	91369	18.8119	23.826	21.2867	20.9974	NA	NA	NA	NA
ANKRD42	338699	2.3288	4.25576	2.82516	5.39836	NA	NA	NA	NA
ANKRD44	91526	7.13353	2.58903	13.6281	5.72354	NA	NA	NA	NA
ANKRD45	339416	0.219466	1.49672	0.995985	1.49055	NA	NA	NA	NA
ANKRD46	157567	18.6915	15.3978	11.7391	15.6709	NA	NA	NA	NA
ANKRD49	54851	12.9921	8.28192	10.0335	9.02088	cerebral-cortex	glial-cells	Medium	Approved
ANKRD50	57182	11.0889	15.1862	14.268	14.52	NA	NA	NA	NA
ANKRD52	283373	10.2899	15.4129	22.2751	15.845	NA	NA	NA	NA
ANKRD54	129138	15.5783	14.112	18.1281	17.2734	cerebral-cortex	glial-cells	Low	Approved
ANKRD6	22881	4.91642	23.397	8.92232	13.235	cerebral-cortex	glial-cells	High	Approved
ANKRD61	100310846	0.0516149	1.27554	0.44455	0.857122	NA	NA	NA	NA
ANKRD65	441869	0.57587	0.20144	0.675078	0.462345	NA	NA	NA	NA
ANKRD9	122416	11.1508	9.63748	9.59935	9.30349	NA	NA	NA	NA
ANKS1A	23294	17.36	13.6237	11.2619	9.47325	NA	NA	NA	NA
ANKS1B	56899	1.4819	23.9256	1.96097	25.6622	NA	NA	NA	NA
ANKS3	124401	13.7422	12.8445	14.0593	12.4197	NA	NA	NA	NA
ANKS6	203286	10.8613	9.49113	8.04834	8.75717	cerebral-cortex	glial-cells	Medium	Approved
ANKZF1	55139	16.2245	22.947	22.1484	22.1273	NA	NA	NA	NA
ANLN	54443	39.4242	33.8182	46.451	25.8405	NA	NA	NA	NA
ANO1	55107	0.173349	0.058511	0.43911	0.416325	NA	NA	NA	NA
ANO10	55129	9.07405	10.7701	15.4385	12.3044	NA	NA	NA	NA
ANO2	57101	0.439312	0.546907	0.968063	0.729918	NA	NA	NA	NA
ANO3	63982	0.474172	0.0328659	0.798622	0.0914079	NA	NA	NA	NA
ANO4	121601	0.354515	0.863224	2.35109	0.54742	NA	NA	NA	NA
ANO5	203859	0.480088	1.37247	0.354419	1.64297	NA	NA	NA	NA
ANO6	196527	12.2891	17.439	23.1041	19.0711	NA	NA	NA	NA
ANO7	50636	0.225902	0.457943	0.56387	1.10933	NA	NA	NA	NA
ANO8	57719	4.62415	15.7902	9.04648	11.713	NA	NA	NA	NA
ANP32A	8125	242.158	290.805	216.224	232.467	cerebral-cortex	glial-cells	Medium	Supported
ANP32AP1	723972	7.83865	5.50729	5.02187	3.52447	NA	NA	NA	NA
ANP32B	10541	265.044	174.325	199.998	159.239	cerebral-cortex	glial-cells	Medium	Supported
ANP32BP1	646791	5.08865	0.885315	1.33717	1.51859	NA	NA	NA	NA
ANP32C	23520	0.636952	0.191099	0	0.0897157	NA	NA	NA	NA
ANP32E	81611	2.55676	8.48947	4.6575	10.662	cerebral-cortex	glial-cells	Medium	Supported
ANPEP	290	1.61339	0.928555	3.60626	4.89101	NA	NA	NA	NA
ANTXR1	84168	42.3178	41.4914	62.5334	40.9469	NA	NA	NA	NA
ANTXR2	118429	41.5847	32.8829	25.6442	29.1157	NA	NA	NA	NA
ANXA1	301	119.163	12.0673	234.302	60.2905	NA	NA	NA	NA
ANXA11	311	63.4635	3.9856	28.7571	8.85947	cerebral-cortex	glial-cells	Low	Supported
ANXA2	302	425.355	26.3438	460.42	161.288	NA	NA	NA	NA
ANXA2P1	303	1.19356	0.398297	0.234109	0.249595	NA	NA	NA	NA
ANXA2P2	304	43.1185	2.58675	43.2299	13.8741	NA	NA	NA	NA
ANXA2R	389289	1.00021	0.212863	1.24609	0.244964	NA	NA	NA	NA
ANXA3	306	2.91428	0.132197	5.3331	0.387538	NA	NA	NA	NA
ANXA4	307	8.23448	2.30434	10.074	4.28656	NA	NA	NA	NA
ANXA5	308	177.826	88.3359	232.763	138.74	cerebral-cortex	glial-cells	Low	Approved
ANXA6	309	268.874	43.7521	186.695	80.9187	NA	NA	NA	NA
ANXA7	310	33.2941	20.5442	37.6985	26.8687	cerebral-cortex	glial-cells	Low	Approved
