subSystem	disrupted_module	rxnList	MetabolicUnits	Localization	rxnFormula	rxnName	rxnECNumbers
Fatty acid oxidation	MTA_BD_abs	HMR_3171	NA	[m]	h2o[m] + M00044[m]  -> M00778[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_abs	HMR_3172	NA	[m]	nad[m] + M00778[m]  -> h[m] + nadh[m] + M00873[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3173	NA	[m]	coa[m] + M00873[m]  -> accoa[m] + M02612[m] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3230	NA	intercompartmental	fad[m] + M01191[m]  -> fadh2[m] + M03019[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_abs	HMR_3231	NA	intercompartmental	h2o[m] + M03019[m]  -> M00172[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_abs	HMR_3232	NA	intercompartmental	nad[m] + M00172[m]  -> h[m] + nadh[m] + M00849[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3233	NA	intercompartmental	coa[m] + M00849[m]  -> accoa[m] + M01141[m] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	RE2985X	betaoxidation	[x]	o2[x] + arachdcoa[x]  -> h2o2[x] + CE4795[x] 	Acyl Coenzyme A Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_abs	RE2986X	betaoxidation	[x]	h2o[x] + CE5114[x]  <=> CE4791[x] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_BD_abs	RE2987X	betaoxidation	[x]	nad[x] + CE4791[x]  <=> h[x] + nadh[x] + CE4793[x] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_BD_abs	RE2988X	betaoxidation	[x]	coa[x] + CE4793[x]  <=> accoa[x] + lnlncgcoa[x] 	Acetyl Coenzyme A C-Acyltransferase	2.3.1.16
Fatty acid oxidation	MTA_BD_abs	RE2990X	betaoxidation	[x]	h2o[x] + CE2437[x]  <=> CE2438[x] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_BD_abs	RE2996X	betaoxidation	[x]	h[x] + nadph[x] + CE4795[x]  <=> nadp[x] + CE5116[x] 	2,4-Dienoyl Coenzyme A Reductase (NADPH)	1.3.1.34
Fatty acid oxidation	MTA_BD_abs	RE3002X	betaoxidation	[x]	CE5114[x]  <=> CE5116[x] 	Dodecenoyl Coenzyme A Isomerase	5.3.3.8
Fatty acid oxidation	MTA_BD_abs	TMNDNCCPT1	carnitine shuttle	intercompartmental	crn[c] + tmndnccoa[c]  <=> coa[c] + tmndnccrn[c] 	Carnitine O-Palmitoyltransferase	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	RE2994X	betaoxidation	[x]	o2[x] + CE2440[x]  -> h2o2[x] + CE2441[x] 	Acyl Coenzyme A Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_abs	r0661	betaoxidation	[x]	h2o[x] + dd2coa[x]  -> 3hddcoa[x] 	(S)-3-Hydroxydodecanoyl Coenzyme A Hydro-Lyase 	4.2.1.17
Fatty acid oxidation	MTA_BD_abs	ACACT5p	betaoxidation	[x]	coa[x] + 3oddcoa[x]  -> accoa[x] + dcacoa[x] 	Acetyl Coenzyme A C-Acyltransferase (Decanoyl Coenzyme A), Peroxisomal	2.3.1.16
Fatty acid oxidation	MTA_BD_abs	r0723	betaoxidation	[x]	nad[x] + 3hddcoa[x]  -> h[x] + nadh[x] + 3oddcoa[x] 	(S)-3-Hydroxydodecanoyl Coenzyme A:NAD+ Oxidoreductase 	1.1.1.35
Fatty acid oxidation	MTA_BD_abs	FAOXC80	octanoate oxidation	[m]	3 h2o[m] + 3 nad[m] + 3 coa[m] + 3 fad[m] + occoa[m]  -> 3 h[m] + 3 nadh[m] + 4 accoa[m] + 3 fadh2[m] 	Beta Oxidation of Med/Long Chain Fatty Acid	1.3.99.3
Fatty acid oxidation	MTA_BD_abs	HMR_3344	NA	[x]	nad[x] + HC10857[x]  -> h[x] + nadh[x] + HC10858[x] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_abs	HMR_3349	NA	[x]	coa[x] + M00849[x]  -> accoa[x] + M01141[x] 	Acetyl Coenzyme A C-Acyltransferase	EC:2.3.1.16
Fatty acid oxidation	MTA_BD_abs	C181CPT2	carnitine shuttle	[m]	coa[m] + odecrn[m]  <=> crn[m] + odecoa[m] 	Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	C160CPT1	carnitine shuttle	[c]	crn[c] + pmtcoa[c]  <=> coa[c] + pmtcrn[c] 	Production of Palmitoylcarnitine	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	C161CRNt	carnitine shuttle	intercompartmental	hdcecrn[c]  <=> hdcecrn[m] 	C161 Transport into the Mitochondria	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	HMR_2711	NA	[c]	coa[c] + M02637[c]  <=> crn[c] + lnlncacoa[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_abs	C226CRNt	carnitine shuttle	intercompartmental	c226crn[c]  <=> c226crn[m] 	C226 Transport into the Mitochondria	
Fatty acid oxidation	MTA_BD_abs	C181CPT1	carnitine shuttle	[c]	crn[c] + odecoa[c]  <=> coa[c] + odecrn[c] 	Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	C161CPT1	carnitine shuttle	intercompartmental	crn[c] + hdcoa[c]  <=> coa[c] + hdcecrn[c] 	Production of Palmitoleoylcarnitine	2.3.1.21
Fatty acid oxidation	MTA_BD_abs	CSNATr	NA	[c]	accoa[c] + crn[c]  <=> coa[c] + acrn[c] 	Carnitine O-Acetyltransferase	2.3.1.7
Fatty acid oxidation	MTA_BD_abs	RE1520M	betaoxidation	[m]	h2o[m] + C05279[m]  <=> CE2420[m] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_BD_abs	RE1527M	betaoxidation	[m]	nad[m] + CE2420[m]  <=> h[m] + nadh[m] + CE0693[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_BD_abs	RE1534M	betaoxidation	[m]	coa[m] + CE0693[m]  <=> accoa[m] + dece4coa[m] 	Acetyl Coenzyme A C-Acyltransferase	2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	DCSPTN1CPT2	carnitine shuttle	[m]	coa[m] + dcsptn1crn[m]  <=> crn[m] + dcsptn1coa[m] 	Carnitine Transferase	2.7.1.74
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3339	NA	[x]	h2o[x] + CE5150[x]  -> CE5148[x] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17
Fatty acid oxidation	MTA_BD_norm_t2	r1451	betaoxidation	[m]	q10[m] + dcacoa[m]  -> q10h2[m] + dc2coa[m] 	Acyl-CoA Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3352	NA	[x]	nad[x] + M01573[x]  -> h[x] + nadh[x] + M00885[x] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_norm_t2	EICOSTETCPT2	carnitine shuttle	[m]	coa[m] + eicostetcrn[m]  <=> crn[m] + eicostetcoa[m] 	Carnitine Transferase	4.2.1.17
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3398	NA	intercompartmental	6 h2o[m] + 6 nad[m] + 6 coa[m] + 5 fad[m] + M00129[m]  -> 6 h[m] + 6 nadh[m] + 7 accoa[m] + 5 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	ADRNCPT2	carnitine shuttle	intercompartmental	coa[m] + adrncrn[m]  <=> adrncoa[m] + crn[m] 	Carnitine Transferase	2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3338	NA	[x]	o2[x] + CE5151[x]  -> h2o2[x] + CE5150[x] 	Acyl Coenzyme A Oxidase	EC:1.3.3.6
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2684	NA	[c]	crn[c] + CE5151[c]  <=> coa[c] + M01777[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3204	NA	[m]	nad[m] + M00797[m]  -> h[m] + nadh[m] + M00899[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC161802m	betaoxidation	[m]	4 h2o[m] + 4 nad[m] + 4 coa[m] + 3 fad[m] + hdd2coa[m]  -> 4 h[m] + 4 nadh[m] + 4 accoa[m] + 3 fadh2[m] + occoa[m] 	Beta Oxidation Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC226	betaoxidation	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 4 fad[m] + c226coa[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 4 fadh2[m] 	Beta Oxidation of Long Chain Fatty Acid	1.3.99.3
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3428	NA	intercompartmental	9 h2o[m] + 9 nad[m] + 9 coa[m] + 4 fad[m] + tmndnccoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 4 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	FACOAL170	fatty acid activation, cytosol	[c]	atp[c] + coa[c] + hpdca[c]  -> amp[c] + ppi[c] + hpdcacoa[c] 	Fatty-Acid- Coenzyme A Ligase	6.2.1.3
Fatty acid oxidation	MTA_BD_norm_t2	OCD11COACPT1	carnitine shuttle	[c]	crn[c] + octd11ecoa[c]  <=> coa[c] + ocdececrn[c] 	Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix	
Fatty acid oxidation	MTA_BD_norm_t2	OCD11CRNCACT	carnitine shuttle	intercompartmental	ocdececrn[c]  <=> ocdececrn[m] 	Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix	
Fatty acid oxidation	MTA_BD_norm_t2	OCD11CRNCPT2	carnitine shuttle	[m]	coa[m] + ocdececrn[m]  <=> crn[m] + octd11ecoa[m] 	Transport of 11-Octadecenoyl Carnitine into the Mitochondrial Matrix	
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0386	NA	[c]	h2o[c] + M00343[c]  -> h[c] + coa[c] + M00341[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0206	NA	[c]	h2o[c] + HC10784[c]  -> h[c] + coa[c] + M00117[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3121	NA	intercompartmental	fad[m] + pmtcoa[m]  -> fadh2[m] + hdd2coa[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3115	NA	intercompartmental	fad[m] + stcoa[m]  -> fadh2[m] + od2coa[m] 	Medium-Chain Acyl Coenzyme A Dehydrogenase	EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:1.3.99.-;
Fatty acid oxidation	MTA_BD_norm_t2	r1257	NA	[r]	atp[r] + coa[r] + lnlc[r]  -> amp[r] + ppi[r] + lnlccoa[r] 	Long-Chain-Fatty-Acid---Coa Ligase	6.2.1.3
Fatty acid oxidation	MTA_BD_norm_t2	RE1521M	betaoxidation	intercompartmental	h2o[m] + CE2432[m]  <=> CE2417[m] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_BD_norm_t2	RE1526M	betaoxidation	intercompartmental	nad[m] + CE2417[m]  <=> h[m] + nadh[m] + CE2424[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_BD_norm_t2	RE1533M	betaoxidation	intercompartmental	coa[m] + CE2424[m]  <=> accoa[m] + C05280[m] 	Acetyl Coenzyme A C-Acyltransferase	2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	RE1573M	betaoxidation	intercompartmental	C05280[m]  <=> C05279[m] 	Dodecenoyl Coenzyme A Isomerase	5.3.3.8
Fatty acid oxidation	MTA_BD_norm_t2	r1260	NA	[r]	atp[r] + coa[r] + lnlncg[r]  -> amp[r] + ppi[r] + lnlncgcoa[r] 	Long-Chain-Fatty-Acid---Coa Ligase	6.2.1.3
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2675	NA	[c]	coa[c] + M02611[c]  <=> crn[c] + M02612[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	r1255	NA	[r]	atp[r] + coa[r] + ocdcea[r]  -> amp[r] + ppi[r] + odecoa[r] 	Long-Chain-Fatty-Acid---Coa Ligase	6.2.1.3
Fatty acid oxidation	MTA_BD_norm_t2	r0735	fatty acid synthesis & elongation	[m]	nadp[m] + dcacoa[m]  <=> h[m] + nadph[m] + dc2coa[m] 	Trans-Dec-2-Enoyl Coenzyme A Reductase	1.3.1.38
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC102C101m	betaoxidation	intercompartmental	h[m] + nadph[m] + dec24dicoa[m]  -> nadp[m] + dece3coa[m] 	Reduction (C10:2->C10:1), Mitochondrial	
Fatty acid oxidation	MTA_BD_norm_t2	r1254	fatty acid activation, cytosol	[c]	8 h[c] + atp[c] + coa[c] + strdnc[c]  -> amp[c] + ppi[c] + stcoa[c] 	Long-Chain-Fatty-Acid---Coa Ligase	6.2.1.3
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC101C102x	betaoxidation	[x]	o2[x] + dece4coa[x]  -> h2o2[x] + dec24dicoa[x] 	Fatty Acid Beta Oxidation (C10:1->C10:2), Peroxisomal	
Fatty acid oxidation	MTA_BD_norm_t2	RE0512X	betaoxidation	[x]	nad[x] + CE2421[x]  <=> h[x] + nadh[x] + CE0713[x] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_BD_norm_t2	RE1516X	betaoxidation	[x]	fad[x] + lnlccoa[x]  <=> fadh2[x] + CE2434[x] 	RE1516X	1.3.99.13
Fatty acid oxidation	MTA_BD_norm_t2	RE1517X	betaoxidation	[x]	fad[x] + CE0849[x]  <=> fadh2[x] + CE2433[x] 	RE1517X	1.3.99.13
Fatty acid oxidation	MTA_BD_norm_t2	RE1523X	betaoxidation	[x]	h2o[x] + CE2434[x]  <=> CE2421[x] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_BD_norm_t2	RE1531X	betaoxidation	[x]	coa[x] + CE0713[x]  <=> accoa[x] + CE0849[x] 	Acetyl Coenzyme A C-Acyltransferase	2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3098	NA	[x]	o2[x] + hxcoa[x]  -> h2o2[x] + hx2coa[x] 	Acyl Coenzyme A Oxidase	EC:1.3.3.6
Fatty acid oxidation	MTA_BD_norm_t2	LNELDCCPT1	carnitine shuttle	[c]	crn[c] + lneldccoa[c]  <=> coa[c] + lneldccrn[c] 	Carnitine O-Palmitoyltransferase	2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	r1447	betaoxidation	[m]	q10[m] + ddcacoa[m]  -> q10h2[m] + dd2coa[m] 	Acyl-CoA Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_norm_t2	PTDCACRNCPT1	carnitine shuttle	[c]	crn[c] + ptdcacoa[c]  <=> coa[c] + ptdcacrn[c] 	Carnitine Fatty-Acyl Transferase	2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	DCSPTN1CPT1	carnitine shuttle	[c]	crn[c] + dcsptn1coa[c]  <=> coa[c] + dcsptn1crn[c] 	Carnitine O-Palmitoyltransferase	2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	RE3074X	NA	[x]	coa[x] + atp[x] + prist[x]  -> amp[x] + ppi[x] + CE5125[x] 	Long-Chain-Fatty-Acid- Coenzyme A Ligase	6.2.1.3
Fatty acid oxidation	MTA_BD_norm_t2	RE3081X	betaoxidation	[x]	h2o[x] + CE2038[x]  <=> CE5934[x] 	Enoyl Coenzyme A Hydratase	4.2.1.17
Fatty acid oxidation	MTA_BD_norm_t2	RE3082X	betaoxidation	[x]	nad[x] + CE5934[x]  <=> h[x] + nadh[x] + C07297[x] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	1.1.1.35
Fatty acid oxidation	MTA_BD_norm_t2	RE3086X	betaoxidation	[x]	o2[x] + CE5125[x]  -> h2o2[x] + CE2038[x] 	Acyl Coenzyme A Oxidase	1.3.3.6
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC11BRC9BRx	betaoxidation	[x]	h[x] + nad[x] + coa[x] + o2[x] + h2o[x] + tmuncoa[x]  -> nadh[x] + h2o2[x] + dmnoncoa[x] + ppcoa[x] 	Fatty Acid Beta Oxidation (C11Br->C9Br), Peroxisomal	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC13BRC11BRx	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + tmtrdcoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + tmuncoa[x] 	Fatty Acid Beta Oxidation (C13Br->C11Br), Peroxisomal	
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3505	NA	[x]	coa[x] + C07297[x]  -> ppcoa[x] + tmtrdcoa[x] 	4, 8, 12-Trimethyltridecanoyl Coenzyme A:Propanoyl Coenzyme A C2-4, 8, 12-Trimethyltridecanoyltransferase	EC:2.3.1.154
Fatty acid oxidation	MTA_BD_norm_t2	FACOAL80i	octanoate oxidation	[c]	atp[c] + coa[c] + octa[c]  -> amp[c] + ppi[c] + occoa[c] 	Fatty-Acid- Coenzyme A Ligase (Octanoate)	6.2.1.2
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC2251836m	betaoxidation	intercompartmental	2 h2o[m] + 2 nad[m] + 2 coa[m] + dcsptn1coa[m]  -> 2 h[m] + 2 nadh[m] + 2 accoa[m] + lnlncgcoa[m] 	Beta Oxidation of Fatty Acid	4.2.1.74
Fatty acid oxidation	MTA_BD_norm_t2	C16DCc	carnitine shuttle	intercompartmental	crn[c] + hexdicoa[c]  <=> coa[c] + c16dc[c] 	Production of Hexadecanedioylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	C16DCe	NA	intercompartmental	c16dc[c]  -> c16dc[e] 	Transport of Hexadecanedioic Acid Mono-L-Carnitine Ester into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC12DCC10DCx	betaoxidation	[x]	nad[x] + coa[x] + o2[x] + h2o[x] + c12dccoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + sebcoa[x] 	Fatty Acid Beta Oxidation (C12Dc->C10Dc), Peroxisomal	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC14DCC12DCx	betaoxidation	intercompartmental	nad[x] + coa[x] + o2[x] + h2o[x] + c14dccoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + c12dccoa[x] 	Fatty Acid Beta Oxidation (C14Dc->C12Dc), Peroxisomal	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC16DCC14DCx	betaoxidation	intercompartmental	nad[x] + coa[x] + o2[x] + h2o[x] + hexdicoa[x]  -> h[x] + nadh[x] + accoa[x] + h2o2[x] + c14dccoa[x] 	Fatty Acid Beta Oxidation (C16Dc->C14Dc), Peroxisomal	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC16DCr	NA	intercompartmental	atp[r] + coa[r] + hexdiac[r]  -> amp[r] + ppi[r] + hexdicoa[r] 	Fatty Acid Activation (C16Dc), Endoplasmatic Reticulum	
Fatty acid oxidation	MTA_BD_norm_t2	HEXDIACtr	NA	intercompartmental	hexdiac[c]  <=> hexdiac[r] 	Transport of Hexadecanedioc Acid by Diffusion	
Fatty acid oxidation	MTA_BD_norm_t2	HEXDICOAACBP	NA	intercompartmental	hexdicoa[r]  <=> hexdicoa[c] 	Transport of Hexadecanedioyl Coa	
Fatty acid oxidation	MTA_BD_norm_t2	HEXDICOAACBPx	NA	intercompartmental	hexdicoa[r]  -> hexdicoa[x] 	Transport of Hexadecanedioyl Coa	
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3427	NA	[m]	9 h2o[m] + 9 nad[m] + 9 coa[m] + 5 fad[m] + eicostetcoa[m]  -> 9 h[m] + 9 nadh[m] + 10 accoa[m] + 5 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	DMNONCRNCPT2	carnitine shuttle	intercompartmental	coa[m] + dmnoncrn[m]  <=> crn[m] + dmnoncoa[m] 	Dmnoncrncpt2	
Fatty acid oxidation	MTA_BD_norm_t2	sink_c101coa[c]	NA	intercompartmental	c101coa[c]  <=> 	Sink for Decenoyl Coenzyme A	
Fatty acid oxidation	MTA_BD_norm_t2	C101CPT1	carnitine shuttle	intercompartmental	crn[c] + c101coa[c]  <=> coa[c] + c101crn[c] 	Production of Decenoylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	C101CRNe	NA	intercompartmental	c101crn[c]  -> c101crn[e] 	Transport of Decenoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC5C5OHm	betaoxidation	[m]	h2o[m] + 3mb2coa[m]  -> 3ivcoa[m] 	Fatty Acid Beta Oxidation (C5->C5Oh), Mitochondrial	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC5OHc	carnitine shuttle	[c]	crn[c] + 3ivcoa[c]  <=> coa[c] + 3ivcrn[c] 	 (3-Hydroxyisovalerylcoa->3-Hydroxyisovalerylcarnitine)	
Fatty acid oxidation	MTA_BD_norm_t2	HIVCACBP	NA	intercompartmental	3ivcoa[m]  <=> 3ivcoa[c] 	Transport of 3-Hydroxyisovalerylcoa from Mitochondria into the Cytosol	
Fatty acid oxidation	MTA_BD_norm_t2	HIVCRNe	NA	intercompartmental	3ivcrn[c]  -> 3ivcrn[e] 	Transport of 3-Hydroxy-Isovaleryl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	HMR_0214	NA	[c]	h2o[c] + ptdcacoa[c]  -> h[c] + coa[c] + ptdca[c] 	Palmitoyl Coenzyme A Hydrolase	EC:3.1.2.2
Fatty acid oxidation	MTA_BD_norm_t2	r0310	betaoxidation	[m]	pmtcoa[m] + q10[m]  -> hdd2coa[m] + q10h2[m] 	Palmitoyl Coenzyme A:Oxygen 2-Oxidoreductase	1.3.99.3
Fatty acid oxidation	MTA_BD_norm_t2	C14OHc	carnitine shuttle	[c]	crn[c] + 3htdcoa[c]  <=> coa[c] + 3tdcrn[c] 	Production of 3-Hydroxytetradecanoylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC14C14OHm	betaoxidation	[m]	h2o[m] + fad[m] + tdcoa[m]  -> fadh2[m] + 3htdcoa[m] 	Fatty Acid Beta Oxidation (C14->C14Oh), Mitochondrial	
Fatty acid oxidation	MTA_BD_norm_t2	HTDCACBP	NA	intercompartmental	3htdcoa[m]  <=> 3htdcoa[c] 	Transport of (S)-3-Hydroxytetradecanoyl Coenzyme A from Mitochondria into the Cytosol	
Fatty acid oxidation	MTA_BD_norm_t2	HTDCRNe	NA	intercompartmental	3tdcrn[c]  -> 3tdcrn[e] 	Transport of 3-Hydroxy-Tetradecanoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	3HBCOARc	NA	intercompartmental	3hbcoa_R[m]  <=> 3hbcoa_R[c] 	Transport of (R)-3-Hydroxybutanoyl Coenzyme A into Cytosol	
Fatty acid oxidation	MTA_BD_norm_t2	BCRNe	NA	intercompartmental	3bcrn[c]  -> 3bcrn[e] 	Transport of 3-Hydroxy Butyryl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	C4OHc	carnitine shuttle	[c]	crn[c] + 3hbcoa_R[c]  <=> coa[c] + 3bcrn[c] 	Production of 3-Hydroxybytyryl Carnitinec	
Fatty acid oxidation	MTA_BD_norm_t2	HMR_2771	NA	[c]	crn[c] + M00023[c]  <=> h[c] + coa[c] + M00022[c] 	Carnitine O-Palmitoyltransferase	EC:2.3.1.21
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3424	NA	[m]	10 h2o[m] + 10 nad[m] + 10 coa[m] + 8 fad[m] + M00023[m]  -> 10 h[m] + 10 nadh[m] + 11 accoa[m] + 8 fadh2[m] 	Enoyl Coenzyme A Hydratase	EC:4.2.1.17;EC:1.1.1.35;EC:1.1.1.211;EC:1.3.8.7;EC:1.3.8.8;EC:1.3.8.9;EC:2.3.1.16
Fatty acid oxidation	MTA_BD_norm_t2	HMR_3196	NA	[m]	nad[m] + M00792[m]  -> h[m] + nadh[m] + M00889[m] 	3-Hydroxyacyl Coenzyme A Dehydrogenase	EC:1.1.1.35;EC:1.1.1.211
Fatty acid oxidation	MTA_BD_norm_t2	C161OHc	carnitine shuttle	[c]	crn[c] + 3hdeccoa[c]  <=> coa[c] + 3hdececrn[c] 	Production of 3-Hydroxyhexadecenoylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	FAOXC161C161OHm	betaoxidation	[m]	h2o[m] + fad[m] + hdcoa[m]  -> fadh2[m] + 3hdeccoa[m] 	Production of 3-Hydroxyhexadecenoylcoa	
Fatty acid oxidation	MTA_BD_norm_t2	HDECEACBP	NA	intercompartmental	3hdeccoa[m]  <=> 3hdeccoa[c] 	Transport of 3-Hydroxyhexadecenoylcoa from Mitochondria into the Cytosol	
Fatty acid oxidation	MTA_BD_norm_t2	HEDCECRNe	NA	intercompartmental	3hdececrn[c]  -> 3hdececrn[e] 	Transport of 3-Hydroxyhexadecenoyl Carnitine into Extra Cellular Space	
Fatty acid oxidation	MTA_BD_norm_t2	C8DCc	carnitine shuttle	intercompartmental	crn[c] + sbcoa[c]  <=> coa[c] + c8dc[c] 	Production of Suberylcarnitine	
Fatty acid oxidation	MTA_BD_norm_t2	SUBERCACT	NA	intercompartmental	c8dc[x]  <=> c8dc[c] 	Transport of Suberyl Carnitine into Cytosol	
